PXD;RAW;Useable;cell_line;disease;tissue_type;treatment;sub_cell
PXD000900;HeLa_ArgC-Elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-GluC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-LysC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_80pcACN_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_80pcACN_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_80pcACN_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH11_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH11_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH11_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH2_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH2_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH2_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH3_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH3_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH3_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH4_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH4_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH5_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH5_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH5_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH6_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH6_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH6_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH8_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH8_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_ArgC-Try_pH8_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_80pcACN_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_80pcACN_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_80pcACN_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_80pcACN_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_80pcACN_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_CID_ovnt_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_CID_ovnt_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_CID_ovnt_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH11_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH11_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH11_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH11_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH11_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH2_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH2_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH2_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH2_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH2_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH3_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH3_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH3_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH3_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH3_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH4_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH4_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH4_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH4_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH4_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH5_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH5_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH5_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH5_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH5_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH6_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH6_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH6_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH6_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH6_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH8_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH8_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH8_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH8_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN_pH8_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Chytry_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Chytry_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Chytry_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-chytry_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-chytry_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-chytry_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Elastase_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Elastase_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Elastase_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-elastase_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-GluC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-LysC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-Try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_AspN-try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_CET_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_CET_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chy-try_80pcACN_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chy-try_80pcACN_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chy-try_80pcACN_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Elastase_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Elastase_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Elastase_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-elastase_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_Chytry-Try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_chytry-try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_elastase-try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GCE_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GCE_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GCT_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GCT_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GET_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GET_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLE_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLE_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLT_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GLT_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_80pcACN_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH11_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH2_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH3_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH4_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH5_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH6_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_CID_3xload.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_CID_3xload_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_CID_3xload_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC_pH8_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Chytry_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Chytry_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Chytry_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-chytry_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-chytry_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-chytry_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Elastase_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Elastase_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Elastase_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-elastase_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-LysC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-Try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_GluC-try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LCE_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LCE_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LCT_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LCT_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LET_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LET_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Chytry_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Chytry_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Chytry_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-chytry_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-chytry_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-chytry_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Elastase_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Elastase_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-Elastase_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-elastase_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-elastase_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-elastase_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_CID_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_CID_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_CID_3.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_HCD_1.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_HCD_2.raw;yes;HeLa;adenocarcinoma;cervix;;
PXD000900;HeLa_LysC-try_HCD_3.raw;yes;HeLa;adenocarcinoma;cervix;;
