assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins,experiment_type,instrument,pmid,pool_id,ionbot_version
36109,1872,01333_A05_P013147_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39750,7570,2423,1183,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36110,1872,01333_A06_P013147_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37992,7661,2422,1137,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36111,1872,01333_B01_P013146_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42874,6946,2336,1078,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36112,1872,01333_B02_P013146_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43373,8111,2730,1190,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36113,1872,01333_B03_P013146_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36234,7572,2540,1138,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36114,1872,01333_B04_P013147_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41533,6910,2254,1044,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36115,1872,01333_B05_P013147_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43195,8205,2589,1200,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36116,1872,01333_B06_P013147_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31833,6791,2197,1034,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36117,1872,01333_C01_P013146_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41111,6535,2026,972,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36118,1872,01333_C02_P013146_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45301,7934,2679,1143,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36119,1872,01333_C03_P013146_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28407,5660,1848,897,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36120,1872,01333_C04_P013147_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40228,6383,1936,924,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36121,1872,01333_C05_P013147_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45321,8124,2643,1126,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36122,1872,01333_C06_P013147_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35086,7160,2390,1079,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36123,1872,01333_D01_P013146_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28178,4498,1388,767,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36124,1872,01333_D02_P013146_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43269,7499,2385,1118,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36125,1872,01333_D03_P013146_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30954,6094,1965,945,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36126,1872,01333_D04_P013147_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32389,5176,1520,838,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36127,1872,01333_D05_P013147_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43957,7737,2433,1159,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36128,1872,01333_D06_P013147_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35115,6765,2085,957,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36129,1872,01333_E01_P013146_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30033,5431,1816,969,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36130,1872,01333_E02_P013146_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41085,7715,2560,1189,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36131,1872,01333_E03_P013146_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28869,5896,1935,889,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36132,1872,01333_E04_P013147_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32913,5951,1937,1012,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36133,1872,01333_E05_P013147_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40465,7743,2507,1222,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36134,1872,01333_E06_P013147_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30868,6579,2085,951,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36135,1872,01333_F01_P013146_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38725,7246,2373,1141,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36136,1872,01333_F02_P013146_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40251,7911,2606,1157,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36137,1872,01333_F03_P013146_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29784,6405,2166,985,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36138,1872,01333_F04_P013147_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38787,7393,2314,1117,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36139,1872,01333_F05_P013147_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39699,7966,2543,1137,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36140,1872,01333_F06_P013147_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30870,6653,2085,975,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36141,1872,01333_G01_P013146_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44596,7198,2392,1044,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36142,1872,01333_G02_P013146_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41338,8038,2686,1172,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36143,1872,01333_G03_P013146_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28226,6117,2004,879,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36144,1872,01333_G04_P013147_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46857,7659,2463,1062,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36145,1872,01333_G05_P013147_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42042,8249,2722,1204,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36146,1872,01333_G06_P013147_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32106,6816,2127,899,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36147,1872,01333_H01_P013146_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40987,7005,2312,1113,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36148,1872,01333_H02_P013146_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39284,7693,2548,1139,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36149,1872,01333_H03_P013146_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,19908,4325,1393,632,in-solution,LTQ Orbitrap Velos,29101300,52,IONBOT_v0.7.0
36150,1872,01333_H04_P013147_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47245,7801,2483,1074,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36151,1872,01333_H05_P013147_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37007,7437,2364,1099,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36152,1872,01333_H06_P013147_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,20947,4536,1439,640,in-solution,LTQ Orbitrap Velos,29101300,53,IONBOT_v0.7.0
36153,1872,01334_A01_P013148_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34466,5523,1877,993,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36154,1872,01334_A02_P013148_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38646,6669,2128,1097,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36155,1872,01334_A03_P013148_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36114,6930,2177,1037,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36156,1872,01334_A04_P013149_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29403,4676,1517,872,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36157,1872,01334_A05_P013149_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42483,7359,2423,1194,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36158,1872,01334_A06_P013149_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36100,6757,2119,1015,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36159,1872,01334_B01_P013148_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38560,6105,2034,1007,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36160,1872,01334_B02_P013148_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42334,7440,2459,1156,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36161,1872,01334_B04_P013149_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40638,6188,2027,1026,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36162,1872,01334_B05_P013149_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44776,7665,2543,1153,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36163,1872,01334_B06_P013149_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36218,6953,2245,1059,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36164,1872,01334_C01_P013148_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40216,6074,1867,947,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36165,1872,01334_C02_P013148_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45579,7500,2547,1146,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36166,1872,01334_C03_P013148_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32615,6588,2220,1048,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36167,1872,01334_C04_P013149_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42668,6328,1998,993,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36168,1872,01334_C05_P013149_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45293,7514,2511,1137,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36169,1872,01334_C06_P013149_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33685,6288,1998,965,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36170,1872,01334_D01_P013148_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28297,4347,1352,768,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36171,1872,01334_D02_P013148_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44170,7196,2315,1124,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36172,1872,01334_D03_P013148_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34240,6336,1943,931,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36173,1872,01334_D04_P013149_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31525,4756,1462,844,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36174,1872,01334_D05_P013149_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45615,7283,2431,1181,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36175,1872,01334_D06_P013149_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33338,6258,1913,881,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36176,1872,01334_E01_P013148_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34280,5988,1972,1051,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36177,1872,01334_E02_P013148_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40408,7280,2439,1170,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36178,1872,01334_E03_P013148_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28931,5770,1803,860,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36179,1872,01334_E04_P013149_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37299,6082,2008,1087,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36180,1872,01334_E05_P013149_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41891,7456,2480,1192,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36181,1872,01334_E06_P013149_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25224,5104,1537,718,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36182,1872,01334_F01_P013148_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40733,6962,2280,1113,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36183,1872,01334_F02_P013148_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39895,7430,2507,1150,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36184,1872,01334_F03_P013148_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31232,6406,2036,954,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36185,1872,01334_F04_P013149_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42497,7103,2314,1142,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36186,1872,01334_F05_P013149_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41862,7589,2436,1124,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36187,1872,01334_F06_P013149_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29788,5998,1893,868,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36188,1872,01334_G01_P013148_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43934,6802,2259,1069,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36189,1872,01334_G02_P013148_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40932,7553,2498,1139,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36190,1872,01334_G03_P013148_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27725,5783,1777,794,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36191,1872,01334_G04_P013149_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44504,6581,2221,1051,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36192,1872,01334_G05_P013149_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39987,7500,2491,1151,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36193,1872,01334_G06_P013149_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26665,5474,1652,747,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36194,1872,01334_H01_P013148_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41974,6598,2094,1091,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36195,1872,01334_H02_P013148_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38548,7201,2351,1080,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36196,1872,01334_H03_P013148_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34360,6156,1780,677,in-solution,LTQ Orbitrap Velos,29101300,54,IONBOT_v0.7.0
36197,1872,01334_H04_P013149_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42319,6583,2134,1097,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36198,1872,01334_H05_P013149_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38365,7093,2286,1067,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36199,1872,01334_H06_P013149_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,18911,3798,1222,551,in-solution,LTQ Orbitrap Velos,29101300,55,IONBOT_v0.7.0
36200,1872,01335_A01_P013150_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35410,5750,1980,952,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36201,1872,01335_A02_P013150_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47528,8753,2864,1244,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36202,1872,01335_A03_P013150_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42699,8694,2715,1117,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36203,1872,01335_A04_P013151_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25023,4327,1428,838,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36204,1872,01335_A05_P013151_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41146,7960,2567,1145,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36205,1872,01335_A06_P013151_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37096,7627,2366,1061,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36206,1872,01335_B01_P013150_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43498,7483,2491,1109,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36207,1872,01335_B02_P013150_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49357,9003,3012,1222,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36208,1872,01335_B03_P013150_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41699,8632,2873,1168,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36209,1872,01335_B04_P013151_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41315,6770,2191,1026,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36210,1872,01335_B05_P013151_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45680,8252,2686,1132,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36211,1872,01335_B06_P013151_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34397,7525,2439,1080,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36212,1872,01335_C01_P013150_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47399,7485,2338,1030,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36213,1872,01335_C02_P013150_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50556,9044,3141,1264,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36214,1872,01335_C03_P013150_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40512,8299,2727,1098,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36215,1872,01335_C04_P013151_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42050,6781,2086,949,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36216,1872,01335_C05_P013151_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41859,7551,2428,1145,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36217,1872,01335_C06_P013151_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33929,7048,2256,988,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36218,1872,01335_D01_P013150_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40524,6426,2016,968,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36219,1872,01335_D02_P013150_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49100,8581,2763,1197,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36220,1872,01335_D03_P013150_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40840,8198,2619,1058,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36221,1872,01335_D04_P013151_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31605,5181,1533,825,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36222,1872,01335_D05_P013151_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28257,5538,1860,1009,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36223,1872,01335_D06_P013151_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34174,6873,2119,928,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36224,1872,01335_E01_P013150_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43498,7578,2493,1155,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36225,1872,01335_E02_P013150_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51117,9199,3094,1288,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36226,1872,01335_E03_P013150_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32452,6990,2174,892,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36227,1872,01335_E04_P013151_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42623,7577,2421,1111,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36228,1872,01335_E05_P013151_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39300,7833,2614,1177,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36229,1872,01335_E06_P013151_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28015,6068,1865,811,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36230,1872,01335_F01_P013150_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45232,8282,2665,1177,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36231,1872,01335_F02_P013150_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47840,9028,2951,1189,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36232,1872,01335_F03_P013150_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39163,8111,2684,1028,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36233,1872,01335_F04_P013151_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44909,7431,2466,1057,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36234,1872,01335_F05_P013151_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45257,8872,2759,1114,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36235,1872,01335_F06_P013151_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29660,6540,2049,911,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36236,1872,01335_G01_P013150_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47604,7950,2614,1103,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36237,1872,01335_G02_P013150_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47334,9143,3118,1270,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36238,1872,01335_G03_P013150_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36684,7857,2422,929,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36239,1872,01335_G04_P013151_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40629,7070,2270,1075,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36240,1872,01335_G05_P013151_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41634,8308,2724,1147,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36241,1872,01335_G06_P013151_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27871,6164,1833,799,in-solution,LTQ Orbitrap Velos,29101300,57,IONBOT_v0.7.0
36242,1872,01335_H01_P013150_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50976,8504,2809,1211,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
36243,1872,01335_H02_P013150_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45525,8928,2977,1181,in-solution,LTQ Orbitrap Velos,29101300,56,IONBOT_v0.7.0
