,h_uniprot,mouse_uniprot
2953,Q8IZ07,Q80UP5
2954,Q8IZ21,Q501J7
2955,Q8IZ40,Q8C796
2956,Q8IZ52,Q6IQX7
2957,Q8IZ73,Q149F1
2958,Q8IZ83,A0A1B0GSU0
2959,Q8IZD9,F8VPQ1
2960,Q8IZJ1,Q8K1S3
2961,Q8IZQ1,G3UYW1
2962,Q8IZV5,Q8VCH7
2963,Q8IZW8,Q8BZ33
2964,Q8IZY2,E9Q6G4
2965,Q8N0W3,Q7TMC8
2966,Q8N0X4,Q8R4N0
2967,Q8N0X7,Q8R1X6
2968,Q8N0Y7,Q9DBJ1
2969,Q8N0Z6,Q99LG4
2970,Q8N0Z8,A2ADA5
2971,Q8N103,B2RWW0
2972,Q8N108,Q5UAK0
2973,Q8N111,Q9JKC6
2974,Q8N118,Q6A152
2975,Q8N122,A2ACM0
2976,Q8N126,K4DI58
2977,Q8N129,Q8BQ47
2978,Q8N139,Q8K441
2979,Q8N142,J3QN31
2980,Q8N145,Q8K406
2981,Q8N183,Q59J78
2982,Q8N1A0,Q8CCX5
2983,Q8N1B4,Q8C754
2984,Q8N1F8,Q3TAA7
2985,Q8N1G2,A0A3Q4EHZ1
2986,Q8N1G4,E9PV22
2987,Q8N1N4,E9Q0F0
2988,Q8N201,A0A0G2JH17
2989,Q8N2G8,Q99J23
2990,Q8N2H3,A0A494BA58
2991,Q8N2U9,Q80XM9
2992,Q8N2Y8,Q3V1Z0
2993,Q8N335,Q3ULJ0
2994,Q8N357,Q8VE96
2995,Q8N370,Q8CGA3
2996,Q8N392,Q8K0Q5
2997,Q8N398,Q3UR50
2998,Q8N3C0,E9PZJ8
2999,Q8N3D4,E9QP49
3000,Q8N3E9,Q8K2J0
3001,Q8N3F0,A0A087WQV4
3002,Q8N3F8,Q8BGT6
3003,Q8N3J6,Q8BLQ9
3004,Q8N3K9,E9QLJ0
3005,Q8N3L3,Q8VBT1
3006,Q8N3R9,Q9JLB2
3007,Q8N3U4,A2AFF6
3008,Q8N3V7,E9Q3E2
3009,Q8N3X1,A0A0R4IZZ6
3010,Q8N414,D3YZI9
3011,Q8N442,Q8C3X4
3012,Q8N474,Q8C4U3
3013,Q8N475,Q8BFR2
3014,Q8N488,Q8CCI5
3015,Q8N490,Q69ZP3
3016,Q8N4C8,G3X9G2
3017,Q8N4N3,Q8R124
3018,Q8N4Q0,Q8BGC4
3019,Q8N4Q1,Q8VEA4
3020,Q8N4T0,Q5U901
3021,Q8N4T8,Q91VT4
3022,Q8N4V1,Q8K273
3023,Q8N4V2,Q8BFT9
3024,Q8N4X5,Q5DTU0
3025,Q8N556,Q80YS6
3026,Q8N573,Q4KMM3
3027,Q8N584,A0A3Q4EGC9
3028,Q8N5C6,F8WGW3
3029,Q8N5D0,Q80ZK9
3030,Q8N5G0,D3Z7Q2
3031,Q8N5H7,Q9QZS8
3032,Q8N5J2,Q76LS9
3033,Q8N5M1,A0A0R4J1C5
3034,Q8N5M9,Q5XKN4
3035,Q8N5N7,Q8VDT9
3036,Q8N608,E9QN98
3037,Q8N668,Q8VI86
3038,Q8N680,Q3V3W4
3039,Q8N684,Q8BTV2
3040,Q8N697,Q91W98
3041,Q8N6M3,P59266
3042,Q8N6N3,Q9CWU4
3043,Q8N6N7,A0A2I3BRA0
3044,Q8N6R0,Q91YR5
3045,Q8N6S5,Q8BH07
3046,Q8N766,Q8C7X2
3047,Q8N7H5,Q8K2T8
3048,Q8N7J2,Q8CCJ4
3049,Q8N8A6,Q6P9R1
3050,Q8N8J7,Q9CZL2
3051,Q8N8V4,Q8K3X6
3052,Q8N8Y2,Q80SY3
3053,Q8N987,Q8BG18
3054,Q8N999,Q8BHN7
3055,Q8N9B5,A0A0R4J0V4
3056,Q8N9I0,A0A0R4J2C2
3057,Q8N9R8,Q8C8N2
3058,Q8NA61,Q32MG2
3059,Q8NAT1,Q8BW41
3060,Q8NAV1,Q4FK66
3061,Q8NB90,Q3UMC0
3062,Q8NBF2,Q8BZW8
3063,Q8NBI6,Q3U4G3
3064,Q8NBJ4,Q91XA2
3065,Q8NBJ5,Q8K297
3066,Q8NBL1,Q8BYB9
3067,Q8NBN3,A2AQJ6
3068,Q8NBN7,Q8CEE7
3069,Q8NBQ7,Q8BHH1
3070,Q8NBS9,Q91W90
3071,Q8NBU5,Q9D5T0
3072,Q8NBX0,Q8R127
3073,Q8NC51,Q9CY58
3074,Q8NC60,Q9JJG9
3075,Q8NCF5,O09130
3076,Q8NCG5,A0A1D5RME2
3077,Q8NCM8,Q45VK7
3078,Q8NCN4,E9Q7F2
3079,Q8NCR9,Q8BHH8
3080,Q8NCW5,Q8K4Z3
3081,Q8ND04,Q8VE18
3082,Q8ND24,Q8BFU3
3083,Q8ND56,Q8K2F8
3084,Q8ND71,Q75N62
3085,Q8ND76,Q8BGU5
3086,Q8ND90,Q8C1C8
3087,Q8ND94,Q3TYX2
3088,Q8NDA2,A2AJ76
3089,Q8NDB2,Q80VH0
3090,Q8NDH3,Q6NSR8
3091,Q8NDI1,Q69ZW3
3092,Q8NDT2,Q6PHZ5
3093,Q8NDV3,Q920F6
3094,Q8NDX1,Q8BLR5
3095,Q8NDZ4,Q3USZ8
3096,Q8NE01,Q32NY4
3097,Q8NE62,Q8BJ64
3098,Q8NE79,Q9ES83
3099,Q8NE86,Q3UMR5
3100,Q8NEF9,Q9CZ91
3101,Q8NEG4,A0A0R4J033
3102,Q8NEM2,Q9Z179
3103,Q8NEN9,B9EJ80
3104,Q8NEU8,Q8K3G9
3105,Q8NEV4,F6QNG5
3106,Q8NEW0,Q9JKN1
3107,Q8NEZ3,Q3UGF1
3108,Q8NEZ5,Q78JE5
3109,Q8NF37,Q3TFD2
3110,Q8NF50,Q8C147
3111,Q8NFC6,E9Q6J5
3112,Q8NFG4,Q8QZS3
3113,Q8NFH3,P59235
3114,Q8NFH4,Q9CWU9
3115,Q8NFH5,Q8R4R6
3116,Q8NFH8,B9EI38
3117,Q8NFI3,Q8BX80
3118,Q8NFK1,Q921C1
3119,Q8NFQ8,Q8BYU6
3120,Q8NFT8,Q8JZM4
3121,Q8NFU3,E9PY03
3122,Q8NFV4,Q8K4F5
3123,Q8NFW8,A0A0R4J0B4
3124,Q8NFX7,Q3TYA4
3125,Q8NFZ4,Q69ZK9
3126,Q8NFZ8,Q8R464
3127,Q8NGA1,Q8VFM9
3128,Q8NHG7,Q3UZP4
3129,Q8NHP6,B1AU74
3130,Q8NHP8,Q3TCN2
3131,Q8NHU6,A0A0A0MQD1
3132,Q8NHV1,Q8R379
3133,Q8NI08,Q6DFV7
3134,Q8NI22,Q8K5B2
3135,Q8NI37,Q6NVE9
3136,Q8NI60,Q60936
3137,Q8TAD2,A0A0B4J1G4
3138,Q8TAD8,Q8BIZ6
3139,Q8TAE8,Q9CR59
3140,Q8TAF3,Q8BH57
3141,Q8TAT6,P60670
3142,Q8TB03,Q8C5K5
3143,Q8TB24,P59729
3144,Q8TB36,O88741
3145,Q8TB37,Q9CWD8
3146,Q8TB45,Q570Y9
3147,Q8TB61,Q91ZN5
3148,Q8TB96,Q99KW9
3149,Q8TBA6,Q9QYE6
3150,Q8TBB6,Q8BXR1
3151,Q8TBP6,Q8BGP6
3152,Q8TBQ9,Q9CR64
3153,Q8TC07,Q9CXF4
3154,Q8TC12,Q9QYF1
3155,Q8TC26,Q8C996
3156,Q8TC59,Q8CDG1
3157,Q8TCC3,Q9D7N6
3158,Q8TCD1,Q91WE4
3159,Q8TCG5,Q8BGD5
3160,Q8TCJ2,A0A0R4J0D3
3161,Q8TCS8,Q8K1R3
3162,Q8TCU6,Q69ZK0
3163,Q8TD16,Q921C5
3164,Q8TD19,Q8K1R7
3165,Q8TD22,Q925N0
3166,Q8TD30,Q8BGT5
3167,Q8TD43,Q7TN37
3168,Q8TD55,Q8K124
3169,Q8TDB4,D3Z134
3170,Q8TDB6,Q3UIR3
3171,Q8TDC0,E9QJU4
3172,Q8TDC3,Q5RJI5
3173,Q8TDD1,Q8K4L0
3174,Q8TDH9,Q8R015
3175,Q8TDJ6,B0V2P5
3176,Q8TDL5,Q61114
3177,Q8TDM6,E9Q9R9
3178,Q8TDN2,Q8CFS6
3179,Q8TDN6,Q9DCA5
3180,Q8TDQ7,Q9CRC9
3181,Q8TDW0,Q8R502
3182,Q8TDX7,Q9ES74
3183,Q8TDY2,Q9ESK9
3184,Q8TDY4,Q5U464
3185,Q8TDZ2,Q8VDP3
3186,Q8TE67,Q91WL0
3187,Q8TE76,Q8BMD7
3188,Q8TEA7,E9Q1W7
3189,Q8TEA8,Q9DD18
3190,Q8TED4,Q9WU81
3191,Q8TEH3,Q8K382
3192,Q8TEJ3,Q8C120
3193,Q8TEK3,Q6XZL8
3194,Q8TEM1,Q9QY81
3195,Q8TEQ0,Q9D3S3
3196,Q8TEQ6,E9PUU4
3197,Q8TEQ8,Q562G0
3198,Q8TER5,S4R189
3199,Q8TF01,A2AJT5
3200,Q8TF05,E9QPR5
3201,Q8TF42,Q8BGG7
3202,Q8TF65,Q9Z2H7
3203,Q8TF66,Q80X72
3204,Q8WTR4,A0A1L1STK0
3205,Q8WTS6,Q8VHL1
3206,Q8WTT2,Q8VI84
3207,Q8WU39,Q9D8I1
3208,Q8WU76,Q8BTY8
3209,Q8WU90,Q3TIV5
3210,Q8WUA2,Q9CXG3
3211,Q8WUF5,Q5I1X5
3212,Q8WUH2,Q3UR70
3213,Q8WUH6,Q9DAM7
3214,Q8WUJ3,Q8BI06
3215,Q8WUK0,Q66GT5
3216,Q8WUM0,Q8R0G9
3217,Q8WUN7,Q6PGH0
3218,Q8WUP2,Q71FD7
3219,Q8WUW1,Q91VR8
3220,Q8WUX9,Q8R1T1
3221,Q8WUY1,Q80ZW2
3222,Q8WV28,Q9QUN3
3223,Q8WVC0,Q5XJE5
3224,Q8WVE0,A0A0D2X7Z2
3225,Q8WVH0,Q8R1B5
3226,Q8WVJ2,Q9CQ48
3227,Q8WVM8,Q8BRF7
3228,Q8WVQ1,Q8VCF1
3229,Q8WVV4,Q8K4L4
3230,Q8WVY7,Q8BGR9
3231,Q8WW22,Q9JMC3
3232,Q8WWA0,O88310
3233,Q8WWA1,E9QN39
3234,Q8WWC4,Q8BHE8
3235,Q8WWH5,Q8C0D0
3236,Q8WWI5,A2AMH4
3237,Q8WWP7,Q3TFI6
3238,Q8WWQ0,F8VQ93
3239,Q8WWV3,A0A0R4J0S3
3240,Q8WX93,Q9ET54
3241,Q8WXD2,P47867
3242,Q8WXD9,Q6P9K8
3243,Q8WXE0,Q8VHK1
3244,Q8WXF1,Q8R326
3245,Q8WXF7,Q8BH66
3246,Q8WXI4,A2AVR6
3247,Q8WXX0,L7N1Y0
3248,Q8WXX5,Q91WN1
3249,Q8WY54,Q80TL0
3250,Q8WYL5,Q76I79
3251,Q8WYP5,Q8CJF7
3252,Q8WZ82,Q9D7E3
3253,Q8WZA0,Q8K3C3
3254,Q8WZA9,Q8VIM9
3255,Q92466,Q99J79
3256,Q92484,P70158
3257,Q92499,Q91VR5
3258,Q92504,Q31125
3259,Q92506,P50171
3260,Q92508,F7AC58
3261,Q92520,G5E911
3262,Q92522,Q80ZM5
3263,Q92523,Q924X2
3264,Q92526,Q61390
3265,Q92539,E9PWN0
3266,Q92541,A2AQ19
3267,Q92556,Q8BPU7
3268,Q92558,Q8R5H6
3269,Q92561,Q8K0S0
3270,Q92562,Q91WF7
3271,Q92567,A0A140LIJ1
3272,Q92572,Q9DCR2
3273,Q92575,A0A0R4J078
3274,Q92576,B2RQG2
3275,Q92597,Q62433
3276,Q92598,Q61699
3277,Q92600,Q9JKY0
3278,Q92604,E9QL80
3279,Q92608,Q8C3J5
3280,Q92609,A0A286YDB3
3281,Q92610,Q8BHZ4
3282,Q92615,Q6A0A2
3283,Q92616,E9PVA8
3284,Q92619,D3Z7R7
3285,Q92620,Q80X98
3286,Q92621,A0A0J9YUD5
3287,Q92623,Q3V038
3288,Q92626,Q3UQ28
3289,Q92629,P82347
3290,Q92636,O35242
3291,Q92665,Q61733
3292,Q92667,O08715
3293,Q92673,O88307
3294,Q92686,P60761
3295,Q92688,Q9EST5
3296,Q92692,P32507
3297,Q92729,B1AUH1
3298,Q92733,Q9EQC8
3299,Q92734,Q9Z1A1
3300,Q92743,Q9R118
3301,Q92752,Q8BYI9
3302,Q92753,Q8R1B8
3303,Q92765,P97401
3304,Q92769,A0A0R4J008
3305,Q92777,Q64332
3306,Q92783,P70297
3307,Q92786,P48437
3308,Q92793,F8VPR5
3309,Q92797,Q80X82
3310,Q92805,Q9CW79
3311,Q92820,Q9Z0L8
3312,Q92828,B1AVH5
3313,Q92831,Q9JHD1
3314,Q92835,Q9ES52
3315,Q92845,P70188
3316,Q92854,O09126
3317,Q92859,E9QK04
3318,Q92871,O35621
3319,Q92876,Q91Y82
3320,Q92882,Q62422
3321,Q92889,Q9QZD4
3322,Q92890,P70362
3323,Q92896,Q61543
3324,Q92900,Q9EPU0
3325,Q92901,E9PWZ3
3326,Q92903,P98191
3327,Q92905,O35864
3328,Q92911,G3X8P5
3329,Q92917,Q56A08
3330,Q92922,P97496
3331,Q92930,P61028
3332,Q92947,A0A0A0MQ68
3333,Q92954,E0CZ58
3334,Q92973,Q8BFY9
3335,Q92982,D3YW25
3336,Q92990,Q8BZM1
3337,Q92995,Q5BKP2
3338,Q92997,E9Q967
3339,Q93033,A8E0Y8
3340,Q93034,G3X914
3341,Q93084,Q64518
3342,Q93088,O35490
3343,Q93091,Q3V3L3
3344,Q93099,O09173
3345,Q93100,Q7TSH2
3346,Q969E2,Q9JKV5
3347,Q969E4,Q9DB24
3348,Q969E8,H7BWY8
3349,Q969G5,Q91VJ2
3350,Q969G6,Q8CFV9
3351,Q969H8,Q9CPT4
3352,Q969L2,Q8BI08
3353,Q969M1,Q9CZR3
3354,Q969P0,A0A0R4J117
3355,Q969Q0,A0A0A6YW33
3356,Q969Q4,Q6P3A9
3357,Q969S2,Q6R2P8
3358,Q969S3,Q91VY9
3359,Q969S9,Q8R2Q4
3360,Q969V3,Q8VCM8
3361,Q969X5,Q9DC16
3362,Q969Y2,E9PWV7
3363,Q969Z0,Q91YM4
3364,Q969Z3,Q922Q1
3365,Q96A08,P70696
3366,Q96A22,Q9D8L0
3367,Q96A33,Q9D024
3368,Q96A35,Q9CQ06
3369,Q96A49,Q9D5V6
3370,Q96A65,O35382
3371,Q96A99,E9QNW3
3372,Q96AA8,D3YXK0
3373,Q96AD5,Q8BJ56
3374,Q96AG3,Q9CQS4
3375,Q96AG4,Q922Q8
3376,Q96AJ9,Q5FWJ7
3377,Q96AM1,Q8VCJ6
3378,Q96AP7,Q925F2
3379,Q96AQ6,Q3TVI8
3380,Q96AT1,Q8K039
3381,Q96AY3,Q61576
3382,Q96AZ6,Q9JL16
3383,Q96B26,Q9D753
3384,Q96B36,E9QKI4
3385,Q96BJ3,Q8C4Q6
3386,Q96BM9,Q8VEH3
3387,Q96BN2,Q99LM9
3388,Q96BN8,Q3UCV8
3389,Q96BQ1,P97805
3390,Q96BQ5,Q3TC33
3391,Q96BR5,Q921H9
3392,Q96BS2,Q9JKL5
3393,Q96BW5,Q60866
3394,Q96BW9,G5E881
3395,Q96BX8,Q8BSU7
3396,Q96BY7,Q80XK6
3397,Q96BZ8,Q9DB98
3398,Q96C19,Q8C845
3399,Q96C24,Q9R0Q1
3400,Q96C74,Q9EQ00
3401,Q96C86,Q9DAR7
3402,Q96C90,Q14BX6
3403,Q96CC6,Q6PIX5
3404,Q96CN4,H3BKQ3
3405,Q96CN7,Q91V64
3406,Q96CN9,Q9D4H2
3407,Q96CS3,Q3TDN2
3408,Q96CT7,Q9D8X2
3409,Q96CU9,Q3TQB2
3410,Q96CV9,Q8K3K8
3411,Q96CW5,P58854
3412,Q96CX2,A0A0R4J2B2
3413,Q96CX6,Q3UGP9
3414,Q96D96,Q3U2S8
3415,Q96DA2,Q8BHC1
3416,Q96DA6,G3X8S1
3417,Q96DC8,Q9D7J9
3418,Q96DD7,Q8CA71
3419,Q96DE0,Q6P3D0
3420,Q96DG6,Q8R1G2
3421,Q96DI7,Q6PE01
3422,Q96DR5,P07743
3423,Q96DR7,D3YYY8
3424,Q96DU3,Q9ET39
3425,Q96DV4,Q8K2M0
3426,Q96DZ1,Q8VEH8
3427,Q96DZ5,B9EHT4
3428,Q96E09,Q9DB52
3429,Q96E11,Q9D6S7
3430,Q96E17,P62823
3431,Q96E39,Q9WV02
3432,Q96E52,Q9D8H7
3433,Q96EC8,Q8BR70
3434,Q96ED9,Q7TMK6
3435,Q96EH3,Q9CWV0
3436,Q96EK4,Q9JJD0
3437,Q96EL2,Q9CQV5
3438,Q96EL3,Q9D1H8
3439,Q96EM0,Q9CXA2
3440,Q96EN8,Q14CH1
3441,Q96ER9,Q3URS9
3442,Q96ES7,Q9DA08
3443,Q96EY1,Q99M87
3444,Q96EY7,Q14C51
3445,Q96F46,Q60943
3446,Q96F63,Q9DBT3
3447,Q96F86,Q8K2D3
3448,Q96FC7,Q8BGT8
3449,Q96FJ2,Q9D0M5
3450,Q96FN4,P59108
3451,Q96FQ6,Q9D708
3452,Q96FS4,E9Q0Y4
3453,Q96FX7,Q80XC2
3454,Q96G03,Q7TSV4
3455,Q96G25,Q9D7W5
3456,Q96G46,A0A0R4IZY9
3457,Q96GA7,Q8R238
3458,Q96GD0,P60487
3459,Q96GM8,Q9D2E2
3460,Q96GS4,Q9D6W8
3461,Q96GW7,Q61361
3462,Q96GW9,Q499X9
3463,Q96GX9,Q9WVQ5
3464,Q96H20,Q9CZ28
3465,Q96H79,Q8BFR1
3466,Q96HC4,D9J302
3467,Q96HE7,Q8R180
3468,Q96HN2,Q68FL4
3469,Q96HR3,Q9CQI9
3470,Q96HS1,Q8BX10
3471,Q96HU8,Q5PR73
3472,Q96HW7,Q8CIM8
3473,Q96HY6,Q80WW9
3474,Q96HY7,A2ATU0
3475,Q96I23,Q9D1C3
3476,Q96I24,Q3TIX6
3477,Q96I25,Q8JZX4
3478,Q96I51,Q9CYF5
3479,Q96ID5,Q7TNR6
3480,Q96II8,E9QAU9
3481,Q96IJ6,Q922H4
3482,Q96IQ7,Q9Z109
3483,Q96IR7,Q8K248
3484,Q96IX5,Q78IK2
3485,Q96IY1,E9QME3
3486,Q96IZ0,Q925B0
3487,Q96J01,Q8VE80
3488,Q96J94,Q9JMB7
3489,Q96JB2,E9QL65
3490,Q96JC1,Q8R5L3
3491,Q96JE9,Q7TSJ2
3492,Q96JG6,Q8CI71
3493,Q96JH7,A0A0R4J0M9
3494,Q96JJ7,Q8BXZ1
3495,Q96JM3,Q8K327
3496,Q96JQ0,E9PVD3
3497,Q96JQ2,Q8C5W0
3498,Q96K17,Q9CQH7
3499,Q96K19,Q8CBG9
3500,Q96K58,Q8K2R5
3501,Q96K76,Q8BY87
3502,Q96KC8,Q61712
3503,Q96KC9,Q8C633
3504,Q96KM6,Q6PHP4
3505,Q96KN1,D3YXJ5
3506,Q96KP1,Q9D4H1
3507,Q96KP4,Q9D1A2
3508,Q96KR1,O88532
3509,Q96KR6,Q9D8B6
3510,Q96L34,Q8CIP4
3511,Q96L91,Q8CHI8
3512,Q96L96,D3YUT2
3513,Q96LA6,E9Q958
3514,Q96LB3,Q8BKE9
3515,Q96LD4,Q8C0E3
3516,Q96LD8,A0A1L1SRH8
3517,Q96LJ7,Q99L04
3518,Q96LW7,Q9D1I2
3519,Q96M27,Q3UPH1
3520,Q96MG2,M0QW57
3521,Q96MG7,Q99PB1
3522,Q96MM6,Q9CZJ2
3523,Q96N66,Q8CHK3
3524,Q96N67,A2A9M4
3525,Q96N76,Q3UEL5
3526,Q96NB2,Q925N2
3527,Q96NB3,Q8R1N0
3528,Q96NL8,B1AV75
3529,Q96NR8,Q8BYK4
3530,Q96NT1,Q9JJF0
3531,Q96NU7,Q9DBA8
3532,Q96NY7,Q8BHB9
3533,Q96NY8,Q8R007
3534,Q96P11,Q8K4F6
3535,Q96P48,Q4LDD4
3536,Q96P53,Q8BUB4
3537,Q96P63,Q9D7P9
3538,Q96P70,E9QKZ2
3539,Q96PD5,Q8VCS0
3540,Q96PE1,Q91ZV8
3541,Q96PE2,Q80U35
3542,Q96PE3,D3Z230
3543,Q96PE7,Q9D1I5
3544,Q96PK6,Q8C2Q3
3545,Q96PP8,Q8CFB4
3546,Q96PQ0,Q9EPR5
3547,Q96PU4,Q7TMI3
3548,Q96PU5,A0A494BAX0
3549,Q96PU8,Q9QYS9
3550,Q96PY5,A2APV2
3551,Q96PY6,B2RXX0
3552,Q96PZ0,Q91VU7
3553,Q96Q05,Q3U0M1
3554,Q96Q11,Q8K1J6
3555,Q96Q42,Q920R0
3556,Q96Q89,Q80WE4
3557,Q96QC0,Q80W00
3558,Q96QD8,Q8CFE6
3559,Q96QD9,Q91Z49
3560,Q96QG7,Q9Z2D0
3561,Q96QH2,Q6BCL1
3562,Q96QK1,Q9EQH3
3563,Q96QR8,O35295
3564,Q96QV1,Q7TN16
3565,Q96R05,Q9EPC5
3566,Q96RF0,Q8C788
3567,Q96RG2,Q8CEE6
3568,Q96RL1,E9Q577
3569,Q96RL7,Q5H8C4
3570,Q96RP9,Q8K0D5
3571,Q96RQ9,D3Z4E0
3572,Q96RS0,Q923W1
3573,Q96RS6,Q6PIP5
3574,Q96RT1,Q80TH2
3575,Q96RW7,D3YXG0
3576,Q96RY7,E9PY46
3577,Q96S44,Q543M9
3578,Q96S52,Q6PD26
3579,Q96S55,Q91XU0
3580,Q96S59,E9Q5D6
3581,Q96S66,A2AEM2
3582,Q96S97,O35682
3583,Q96SB3,Q6R891
3584,Q96SB8,Q924W5
3585,Q96SI9,Q91WM1
3586,Q96SK2,Q8BRG8
3587,Q96SL4,Q99LJ6
3588,Q96SM3,Q9Z100
3589,Q96SQ9,Q9DBX6
3590,Q96ST2,Q8C1D8
3591,Q96ST3,Q60520
3592,Q96SU4,A0A0A6YXH3
3593,Q96SZ5,Q6PDY2
3594,Q96T17,A2AG50
3595,Q96T23,E9PWW9
3596,Q96T49,Q8VHQ3
3597,Q96T51,Q8BIJ7
3598,Q96T58,A2ADB0
3599,Q96TA1,Q8R1F1
3600,Q99259,P48318
3601,Q99436,P70195
3602,Q99442,Q8BU14
3603,Q99456,Z4YJD9
3604,Q99459,Q6A068
3605,Q99467,Q62192
3606,Q99470,A0A0R4IZW9
3607,Q99471,Q9WU28
3608,Q99489,Q922Z0
3609,Q99496,Q9CQJ4
3610,Q99519,O35657
3611,Q99523,Q6PHU5
3612,Q99538,O89017
3613,Q99541,P43883
3614,Q99543,P54103
3615,Q99549,Q3TYA6
3616,Q99570,Q8VD65
3617,Q99572,Q9Z1M0
3618,Q99575,Q8K205
3619,Q99584,P97352
3620,Q99598,Q9QZE7
3621,Q99611,P97364
3622,Q99613,Q8R1B4
3623,Q99614,Q91Z38
3624,Q99624,Q9DCP2
3625,Q99643,Q9CZB0
3626,Q99653,P61022
3627,Q99689,Q8K0X8
3628,Q99698,G5E8Q0
3629,Q99704,P97465
3630,Q99714,A2AFQ2
3631,Q99720,O55242
3632,Q99735,A2RST1
3633,Q99747,D3Z4B2
3634,Q99795,A0A0R4J209
3635,Q99797,A6H611
3636,Q99805,P58021
3637,Q99808,Q9JIM1
3638,Q99828,Q9Z0F4
3639,Q99832,P80313
3640,Q99856,Q62431
3641,Q99943,A0A0R4J263
3642,Q99956,Q7TNL7
3643,Q99959,Q9CQ73
3644,Q99961,Q62419
3645,Q99962,A2ALV3
3646,Q99963,A0A0R4J0B8
3647,Q99969,A0A0N4SVV4
3648,Q99983,O35103
3649,Q99985,Q62181
3650,Q99986,Q80X41
3651,Q99988,Q9Z0J7
3652,Q9BPU6,Q9EQF6
3653,Q9BPW8,O55125
3654,Q9BPW9,Q58NB6
3655,Q9BPX3,E9PWG6
3656,Q9BPX5,Q9D898
3657,Q9BPY8,Q8R1H0
3658,Q9BQ13,A0A0U1RNG7
3659,Q9BQ24,A0A1Y7VJT0
3660,Q9BQ67,Q810D6
3661,Q9BQ69,Q922B1
3662,Q9BQA1,Q99J09
3663,Q9BQE6,A0A087WPA0
3664,Q9BQG0,Q7TPV4
3665,Q9BQG1,G3X9Y1
3666,Q9BQG2,Q9DCN1
3667,Q9BQI5,Q8VD37
3668,Q9BQJ4,Q9JJG6
3669,Q9BQL6,P59113
3670,Q9BQS8,Q8VDC1
3671,Q9BR01,P63046
3672,Q9BR39,Q9ET78
3673,Q9BR76,Q9WUM3
3674,Q9BRD0,Q8R149
3675,Q9BRF8,Q8BFS6
3676,Q9BRK3,Q9DBV4
3677,Q9BRK4,Q91YU6
3678,Q9BRQ8,Q8BUE4
3679,Q9BRR6,A0A1L1SSF2
3680,Q9BRS2,Q922Q2
3681,Q9BRT3,Q9CQ86
3682,Q9BRT6,Q9D945
3683,Q9BRU9,Q9CX11
3684,Q9BRX2,Q80X73
3685,Q9BRX5,Q9CY94
3686,Q9BRX8,Q3U125
3687,Q9BRZ2,A0A0R4J0Q6
3688,Q9BS26,Q9D1Q6
3689,Q9BS40,P70202
3690,Q9BSC4,Q5RJG1
3691,Q9BSE5,A2AS89
3692,Q9BSF4,Q8BGX2
3693,Q9BSH4,Q8K0Z7
3694,Q9BSH5,Q9CYW4
3695,Q9BSK2,Q3TZX3
3696,Q9BSL1,Q8VDI7
3697,Q9BST9,Q8C6B2
3698,Q9BT09,Q9DAU1
3699,Q9BT30,Q9D6Z0
3700,Q9BT67,Q8R0W6
3701,Q9BT73,Q9CZH3
3702,Q9BT88,Q9R0N3
3703,Q9BTA9,Q924H7
3704,Q9BTC0,Q8C9B9
3705,Q9BTE3,H9KV04
3706,Q9BTM9,Q9D2P4
3707,Q9BTT6,Q80VQ1
3708,Q9BTU6,Q2TBE6
3709,Q9BTV4,Q9DBS1
3710,Q9BTX1,Q8VCB1
3711,Q9BTY2,Q99KR8
3712,Q9BTY7,Q8C3I8
3713,Q9BU02,Q8JZL3
3714,Q9BU23,Q8C3X8
3715,Q9BU61,Q9JKL4
3716,Q9BU76,Q99LX5
3717,Q9BU89,Q99LN9
3718,Q9BUA3,Q05AH6
3719,Q9BUB7,A0A0R4J272
3720,Q9BUD6,Q8BMS2
3721,Q9BUF5,Q922F4
3722,Q9BUH6,Q8K0Y7
3723,Q9BUL9,Q91WE3
3724,Q9BUP3,Q3U816
3725,Q9BUQ8,D3Z0M9
3726,Q9BUT1,G3UWD3
3727,Q9BV19,Q5EBG8
3728,Q9BV20,Q9CQT1
3729,Q9BV23,Q8R2Y0
3730,Q9BV57,Q99JT9
3731,Q9BV73,A3KGJ7
3732,Q9BV79,Q9DCS3
3733,Q9BV81,Q9CQW0
3734,Q9BV86,Q8R2U4
3735,Q9BVA0,Q8BG40
3736,Q9BVC4,Q9DCJ1
3737,Q9BVC6,Q3UBX0
3738,Q9BVG4,Q9D0B6
3739,Q9BVI4,Q8BHY2
3740,Q9BVJ6,Q640M1
3741,Q9BVJ7,Q6NT99
3742,Q9BVK6,Q99KF1
3743,Q9BVM2,Q8BPA8
3744,Q9BVM4,Q923B0
3745,Q9BVP2,Q8CI11
3746,Q9BVV7,Q8CCM6
3747,Q9BVV8,Q9DAZ5
3748,Q9BW04,Q8BI29
3749,Q9BW19,Q9QWT9
3750,Q9BW30,Q9CRB6
3751,Q9BW60,Q9JLJ5
3752,Q9BW61,Q9D9Z5
3753,Q9BW62,Q8K0T4
3754,Q9BW71,Q8BLH7
3755,Q9BW72,Q9CQJ1
3756,Q9BW92,Q3UQ84
3757,Q9BWD1,Q8CAY6
3758,Q9BWF3,F7BGR7
3759,Q9BWH2,Q9D6K8
3760,Q9BWJ5,Q923D4
3761,Q9BWP8,A0A1Y7VKG6
3762,Q9BWS9,A0A0R4J242
