,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
2193,PXD005354,01481_E03_P015041_S00_N21_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_E03_P015041_S00_N21_R1.mgf.gzip/01481_E03_P015041_S00_N21_R1.mgf.gzip.ionbot.csv
2194,PXD005354,01481_F01_P015041_S00_N06_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_F01_P015041_S00_N06_R1.mgf.gzip/01481_F01_P015041_S00_N06_R1.mgf.gzip.ionbot.csv
2195,PXD005354,01481_F02_P015041_S00_N14_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_F02_P015041_S00_N14_R1.mgf.gzip/01481_F02_P015041_S00_N14_R1.mgf.gzip.ionbot.csv
2196,PXD005354,01481_F03_P015041_S00_N22_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_F03_P015041_S00_N22_R1.mgf.gzip/01481_F03_P015041_S00_N22_R1.mgf.gzip.ionbot.csv
2197,PXD005354,01481_G01_P015041_S00_N07_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_G01_P015041_S00_N07_R1.mgf.gzip/01481_G01_P015041_S00_N07_R1.mgf.gzip.ionbot.csv
2198,PXD005354,01481_G02_P015041_S00_N15_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_G02_P015041_S00_N15_R1.mgf.gzip/01481_G02_P015041_S00_N15_R1.mgf.gzip.ionbot.csv
2199,PXD005354,01481_G03_P015041_S00_N23_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_G03_P015041_S00_N23_R1.mgf.gzip/01481_G03_P015041_S00_N23_R1.mgf.gzip.ionbot.csv
2200,PXD005354,01481_H01_P015041_S00_N08_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_H01_P015041_S00_N08_R1.mgf.gzip/01481_H01_P015041_S00_N08_R1.mgf.gzip.ionbot.csv
2201,PXD005354,01481_H02_P015041_S00_N16_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_H02_P015041_S00_N16_R1.mgf.gzip/01481_H02_P015041_S00_N16_R1.mgf.gzip.ionbot.csv
2202,PXD005354,01481_H03_P015041_S00_N24_R1,yes,CRC,colorectal cancer,colon,/,/,65,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01481_H03_P015041_S00_N24_R1.mgf.gzip/01481_H03_P015041_S00_N24_R1.mgf.gzip.ionbot.csv
2203,PXD008222,q02237,yes,MFM223,carcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02237.mgf.gzip/q02237.mgf.gzip.ionbot.csv
2204,PXD008222,q02238,yes,MFM223,carcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02238.mgf.gzip/q02238.mgf.gzip.ionbot.csv
2205,PXD008222,q02239,yes,MFM223,carcinoma,breast,/,/,16,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02239.mgf.gzip/q02239.mgf.gzip.ionbot.csv
2206,PXD008222,q02281,yes,HCC1937,carcinoma,breast,/,/,21,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02281.mgf.gzip/q02281.mgf.gzip.ionbot.csv
2207,PXD008222,q02282,yes,HCC1937,carcinoma,breast,/,/,21,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02282.mgf.gzip/q02282.mgf.gzip.ionbot.csv
2208,PXD008222,q02283,yes,HCC1937,carcinoma,breast,/,/,21,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02283.mgf.gzip/q02283.mgf.gzip.ionbot.csv
2209,PXD008222,q02284,yes,HCC1937,carcinoma,breast,/,/,21,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02284.mgf.gzip/q02284.mgf.gzip.ionbot.csv
2210,PXD008222,q02285,yes,HCC1937,carcinoma,breast,/,/,21,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02285.mgf.gzip/q02285.mgf.gzip.ionbot.csv
2211,PXD008222,q02287,yes,HCC1937,carcinoma,breast,/,/,22,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02287.mgf.gzip/q02287.mgf.gzip.ionbot.csv
2212,PXD008222,q02288,yes,HCC1937,carcinoma,breast,/,/,22,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02288.mgf.gzip/q02288.mgf.gzip.ionbot.csv
2213,PXD008222,q02289,yes,HCC1937,carcinoma,breast,/,/,22,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02289.mgf.gzip/q02289.mgf.gzip.ionbot.csv
2214,PXD008222,q02290,yes,HCC1937,carcinoma,breast,/,/,22,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02290.mgf.gzip/q02290.mgf.gzip.ionbot.csv
2215,PXD008222,q02291,yes,HCC1937,carcinoma,breast,/,/,22,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02291.mgf.gzip/q02291.mgf.gzip.ionbot.csv
2216,PXD008222,q02327,yes,HCC1599,carcinoma,breast,/,/,23,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02327.mgf.gzip/q02327.mgf.gzip.ionbot.csv
2217,PXD008222,q02328,yes,HCC1599,carcinoma,breast,/,/,23,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02328.mgf.gzip/q02328.mgf.gzip.ionbot.csv
2218,PXD008222,q02329,yes,HCC1599,carcinoma,breast,/,/,23,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02329.mgf.gzip/q02329.mgf.gzip.ionbot.csv
2219,PXD008222,q02330,yes,HCC1599,carcinoma,breast,/,/,23,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02330.mgf.gzip/q02330.mgf.gzip.ionbot.csv
2220,PXD008222,q02331,yes,HCC1599,carcinoma,breast,/,/,23,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02331.mgf.gzip/q02331.mgf.gzip.ionbot.csv
2221,PXD008222,q02333,yes,HCC1599,carcinoma,breast,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02333.mgf.gzip/q02333.mgf.gzip.ionbot.csv
2222,PXD008222,q02334,yes,HCC1599,carcinoma,breast,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02334.mgf.gzip/q02334.mgf.gzip.ionbot.csv
2223,PXD008222,q02335,yes,HCC1599,carcinoma,breast,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02335.mgf.gzip/q02335.mgf.gzip.ionbot.csv
2224,PXD008222,q02336,yes,HCC1599,carcinoma,breast,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02336.mgf.gzip/q02336.mgf.gzip.ionbot.csv
2225,PXD008222,q02337,yes,HCC1599,carcinoma,breast,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02337.mgf.gzip/q02337.mgf.gzip.ionbot.csv
2226,PXD008222,q02339,yes,SW527,adenocarcinoma,colon,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02339.mgf.gzip/q02339.mgf.gzip.ionbot.csv
2227,PXD008222,q02346,yes,SW527,adenocarcinoma,colon,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02346.mgf.gzip/q02346.mgf.gzip.ionbot.csv
2228,PXD008222,q02347,yes,SW527,adenocarcinoma,colon,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02347.mgf.gzip/q02347.mgf.gzip.ionbot.csv
2229,PXD008222,q02348,yes,SW527,adenocarcinoma,colon,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02348.mgf.gzip/q02348.mgf.gzip.ionbot.csv
2230,PXD008222,q02350,yes,SW527,adenocarcinoma,colon,/,/,26,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02350.mgf.gzip/q02350.mgf.gzip.ionbot.csv
2231,PXD008222,q02351,yes,SW527,adenocarcinoma,colon,/,/,26,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02351.mgf.gzip/q02351.mgf.gzip.ionbot.csv
2232,PXD008222,q02352,yes,SW527,adenocarcinoma,colon,/,/,26,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02352.mgf.gzip/q02352.mgf.gzip.ionbot.csv
2233,PXD008222,q02353,yes,SW527,adenocarcinoma,colon,/,/,26,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02353.mgf.gzip/q02353.mgf.gzip.ionbot.csv
2234,PXD008222,q02354,yes,SW527,adenocarcinoma,colon,/,/,26,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02354.mgf.gzip/q02354.mgf.gzip.ionbot.csv
2235,PXD008222,q02356,yes,SW527,adenocarcinoma,colon,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02356.mgf.gzip/q02356.mgf.gzip.ionbot.csv
2236,PXD008222,q02358,yes,HS578T,carcinoma,breast,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02358.mgf.gzip/q02358.mgf.gzip.ionbot.csv
2237,PXD008222,q02359,yes,HS578T,carcinoma,breast,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02359.mgf.gzip/q02359.mgf.gzip.ionbot.csv
2238,PXD008222,q02360,yes,HS578T,carcinoma,breast,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02360.mgf.gzip/q02360.mgf.gzip.ionbot.csv
2239,PXD008222,q02361,yes,HS578T,carcinoma,breast,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02361.mgf.gzip/q02361.mgf.gzip.ionbot.csv
2240,PXD008222,q02362,yes,HS578T,carcinoma,breast,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02362.mgf.gzip/q02362.mgf.gzip.ionbot.csv
2241,PXD008222,q02364,yes,HS578T,carcinoma,breast,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02364.mgf.gzip/q02364.mgf.gzip.ionbot.csv
2242,PXD008222,q02365,yes,HS578T,carcinoma,breast,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02365.mgf.gzip/q02365.mgf.gzip.ionbot.csv
2243,PXD008222,q02366,yes,HS578T,carcinoma,breast,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02366.mgf.gzip/q02366.mgf.gzip.ionbot.csv
2244,PXD008222,q02367,yes,HS578T,carcinoma,breast,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02367.mgf.gzip/q02367.mgf.gzip.ionbot.csv
2245,PXD008222,q02368,yes,HS578T,carcinoma,breast,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02368.mgf.gzip/q02368.mgf.gzip.ionbot.csv
2246,PXD008222,q02407,yes,BT20,carcinoma,breast,/,/,29,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02407.mgf.gzip/q02407.mgf.gzip.ionbot.csv
2247,PXD008222,q02408,yes,BT20,carcinoma,breast,/,/,29,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02408.mgf.gzip/q02408.mgf.gzip.ionbot.csv
2248,PXD008222,q02409,yes,BT20,carcinoma,breast,/,/,29,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02409.mgf.gzip/q02409.mgf.gzip.ionbot.csv
2249,PXD008222,q02410,yes,BT20,carcinoma,breast,/,/,29,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02410.mgf.gzip/q02410.mgf.gzip.ionbot.csv
2250,PXD008222,q02411,yes,BT20,carcinoma,breast,/,/,29,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02411.mgf.gzip/q02411.mgf.gzip.ionbot.csv
2251,PXD008222,q02413,yes,BT20,carcinoma,breast,/,/,30,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02413.mgf.gzip/q02413.mgf.gzip.ionbot.csv
2252,PXD008222,q02414,yes,BT20,carcinoma,breast,/,/,30,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02414.mgf.gzip/q02414.mgf.gzip.ionbot.csv
2253,PXD008222,q02415,yes,BT20,carcinoma,breast,/,/,30,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02415.mgf.gzip/q02415.mgf.gzip.ionbot.csv
2254,PXD008222,q02416,yes,BT20,carcinoma,breast,/,/,30,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02416.mgf.gzip/q02416.mgf.gzip.ionbot.csv
2255,PXD008222,q02417,yes,BT20,carcinoma,breast,/,/,30,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02417.mgf.gzip/q02417.mgf.gzip.ionbot.csv
2256,PXD008222,q02425,yes,MDA-MB-157,carcinoma,breast,/,/,31,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02425.mgf.gzip/q02425.mgf.gzip.ionbot.csv
2257,PXD008222,q02426,yes,MDA-MB-157,carcinoma,breast,/,/,31,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02426.mgf.gzip/q02426.mgf.gzip.ionbot.csv
2258,PXD008222,q02427,yes,MDA-MB-157,carcinoma,breast,/,/,31,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02427.mgf.gzip/q02427.mgf.gzip.ionbot.csv
2259,PXD008222,q02428,yes,MDA-MB-157,carcinoma,breast,/,/,31,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02428.mgf.gzip/q02428.mgf.gzip.ionbot.csv
2260,PXD008222,q02429,yes,MDA-MB-157,carcinoma,breast,/,/,31,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02429.mgf.gzip/q02429.mgf.gzip.ionbot.csv
2261,PXD008222,q02431,yes,MDA-MB-157,carcinoma,breast,/,/,32,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02431.mgf.gzip/q02431.mgf.gzip.ionbot.csv
2262,PXD008222,q02432,yes,MDA-MB-157,carcinoma,breast,/,/,32,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02432.mgf.gzip/q02432.mgf.gzip.ionbot.csv
2263,PXD008222,q02433,yes,MDA-MB-157,carcinoma,breast,/,/,32,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02433.mgf.gzip/q02433.mgf.gzip.ionbot.csv
2264,PXD008222,q02434,yes,MDA-MB-157,carcinoma,breast,/,/,32,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02434.mgf.gzip/q02434.mgf.gzip.ionbot.csv
2265,PXD008222,q02435,yes,MDA-MB-157,carcinoma,breast,/,/,32,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02435.mgf.gzip/q02435.mgf.gzip.ionbot.csv
2266,PXD008222,q02438,yes,BT549,carcinoma,breast,/,/,33,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02438.mgf.gzip/q02438.mgf.gzip.ionbot.csv
2267,PXD008222,q02439,yes,BT549,carcinoma,breast,/,/,33,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02439.mgf.gzip/q02439.mgf.gzip.ionbot.csv
2268,PXD008222,q02440,yes,BT549,carcinoma,breast,/,/,33,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02440.mgf.gzip/q02440.mgf.gzip.ionbot.csv
2269,PXD008222,q02441,yes,BT549,carcinoma,breast,/,/,33,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02441.mgf.gzip/q02441.mgf.gzip.ionbot.csv
2270,PXD008222,q02442,yes,BT549,carcinoma,breast,/,/,33,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02442.mgf.gzip/q02442.mgf.gzip.ionbot.csv
2271,PXD008222,q02444,yes,BT549,carcinoma,breast,/,/,34,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02444.mgf.gzip/q02444.mgf.gzip.ionbot.csv
2272,PXD008222,q02445,yes,BT549,carcinoma,breast,/,/,34,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02445.mgf.gzip/q02445.mgf.gzip.ionbot.csv
2273,PXD008222,q02446,yes,BT549,carcinoma,breast,/,/,34,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02446.mgf.gzip/q02446.mgf.gzip.ionbot.csv
2274,PXD008222,q02447,yes,BT549,carcinoma,breast,/,/,34,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02447.mgf.gzip/q02447.mgf.gzip.ionbot.csv
2275,PXD008222,q02448,yes,BT549,carcinoma,breast,/,/,34,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02448.mgf.gzip/q02448.mgf.gzip.ionbot.csv
2276,PXD008222,q02452,yes,HCC38,carcinoma,breast,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02452.mgf.gzip/q02452.mgf.gzip.ionbot.csv
2277,PXD008222,q02453,yes,HCC38,carcinoma,breast,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02453.mgf.gzip/q02453.mgf.gzip.ionbot.csv
2278,PXD008222,q02454,yes,HCC38,carcinoma,breast,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02454.mgf.gzip/q02454.mgf.gzip.ionbot.csv
2279,PXD008222,q02455,yes,HCC38,carcinoma,breast,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02455.mgf.gzip/q02455.mgf.gzip.ionbot.csv
2280,PXD008222,q02456,yes,HCC38,carcinoma,breast,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02456.mgf.gzip/q02456.mgf.gzip.ionbot.csv
2281,PXD008222,q02460,yes,HCC38,carcinoma,breast,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02460.mgf.gzip/q02460.mgf.gzip.ionbot.csv
2282,PXD008222,q02461,yes,HCC38,carcinoma,breast,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02461.mgf.gzip/q02461.mgf.gzip.ionbot.csv
2283,PXD008222,q02462,yes,HCC38,carcinoma,breast,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02462.mgf.gzip/q02462.mgf.gzip.ionbot.csv
2284,PXD008222,q02463,yes,HCC38,carcinoma,breast,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02463.mgf.gzip/q02463.mgf.gzip.ionbot.csv
2285,PXD008222,q02464,yes,HCC38,carcinoma,breast,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02464.mgf.gzip/q02464.mgf.gzip.ionbot.csv
2286,PXD008222,q02496,yes,MDA-MB-436,carcinoma,breast,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02496.mgf.gzip/q02496.mgf.gzip.ionbot.csv
2287,PXD008222,q02497,yes,MDA-MB-436,carcinoma,breast,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02497.mgf.gzip/q02497.mgf.gzip.ionbot.csv
2288,PXD008222,q02498,yes,MDA-MB-436,carcinoma,breast,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02498.mgf.gzip/q02498.mgf.gzip.ionbot.csv
2289,PXD008222,q02499,yes,MDA-MB-436,carcinoma,breast,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02499.mgf.gzip/q02499.mgf.gzip.ionbot.csv
2290,PXD008222,q02500,yes,MDA-MB-436,carcinoma,breast,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02500.mgf.gzip/q02500.mgf.gzip.ionbot.csv
2291,PXD008222,q02502,yes,MDA-MB-436,carcinoma,breast,/,/,38,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02502.mgf.gzip/q02502.mgf.gzip.ionbot.csv
2292,PXD008222,q02503,yes,MDA-MB-436,carcinoma,breast,/,/,38,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02503.mgf.gzip/q02503.mgf.gzip.ionbot.csv
2293,PXD008222,q02504,yes,MDA-MB-436,carcinoma,breast,/,/,38,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02504.mgf.gzip/q02504.mgf.gzip.ionbot.csv
2294,PXD008222,q02505,yes,MDA-MB-436,carcinoma,breast,/,/,38,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02505.mgf.gzip/q02505.mgf.gzip.ionbot.csv
2295,PXD008222,q02506,yes,MDA-MB-436,carcinoma,breast,/,/,38,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02506.mgf.gzip/q02506.mgf.gzip.ionbot.csv
2296,PXD008222,q02798,yes,BT549,carcinoma,breast,/,/,39,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02798.mgf.gzip/q02798.mgf.gzip.ionbot.csv
2297,PXD008222,q02799,yes,BT549,carcinoma,breast,/,/,39,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02799.mgf.gzip/q02799.mgf.gzip.ionbot.csv
2298,PXD008222,q02800,yes,BT549,carcinoma,breast,/,/,39,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02800.mgf.gzip/q02800.mgf.gzip.ionbot.csv
2299,PXD008222,q02801,yes,BT549,carcinoma,breast,/,/,39,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02801.mgf.gzip/q02801.mgf.gzip.ionbot.csv
2300,PXD008222,q02802,yes,BT549,carcinoma,breast,/,/,39,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02802.mgf.gzip/q02802.mgf.gzip.ionbot.csv
2301,PXD008222,q02804,yes,BT549,carcinoma,breast,/,/,40,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02804.mgf.gzip/q02804.mgf.gzip.ionbot.csv
2302,PXD008222,q02805,yes,BT549,carcinoma,breast,/,/,40,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02805.mgf.gzip/q02805.mgf.gzip.ionbot.csv
2303,PXD008222,q02806,yes,BT549,carcinoma,breast,/,/,40,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02806.mgf.gzip/q02806.mgf.gzip.ionbot.csv
2304,PXD008222,q02807,yes,BT549,carcinoma,breast,/,/,40,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02807.mgf.gzip/q02807.mgf.gzip.ionbot.csv
2305,PXD008222,q02808,yes,BT549,carcinoma,breast,/,/,40,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02808.mgf.gzip/q02808.mgf.gzip.ionbot.csv
2306,PXD008222,q02810,yes,BT20,carcinoma,breast,/,/,41,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02810.mgf.gzip/q02810.mgf.gzip.ionbot.csv
2307,PXD008222,q02811,yes,BT20,carcinoma,breast,/,/,41,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02811.mgf.gzip/q02811.mgf.gzip.ionbot.csv
2308,PXD008222,q02812,yes,BT20,carcinoma,breast,/,/,41,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD008222/IONBOT_v0.7.0/q02812.mgf.gzip/q02812.mgf.gzip.ionbot.csv
