,assay_id,project_id,filename,cell_id,cell_line,disease,treatment,tissue_type,sub_cell,organ_id,PXD_accession,all_PSM,sign_PSM,peptides,proteins
1688,32456,1867,Seq46128_QE3,620,/,/,/,/,/,,PXD003790,235267,37214,10932,1722
1689,32457,1867,Seq46134_QE3,620,/,/,/,/,/,,PXD003790,250949,40246,15638,906
1690,32458,1867,Seq46135_QE3,620,/,/,/,/,/,,PXD003790,254636,39888,12500,1321
1691,32459,1867,Seq46136_QE3,620,/,/,/,/,/,,PXD003790,209958,32509,9084,1113
1692,32460,1867,Seq46137_QE3,620,/,/,/,/,/,,PXD003790,202370,31071,8285,1248
1693,32461,1867,Seq46138_QE3,620,/,/,/,/,/,,PXD003790,229735,35055,10189,1703
1694,32462,1867,Seq46144_QE3,620,/,/,/,/,/,,PXD003790,242604,37561,12793,980
1695,32463,1867,Seq46145_QE3,620,/,/,/,/,/,,PXD003790,232672,36986,11301,1219
1696,32464,1867,Seq46146_QE3,620,/,/,/,/,/,,PXD003790,213688,33308,9010,1115
1697,32465,1867,Seq46147_QE3,620,/,/,/,/,/,,PXD003790,198634,30453,8272,1065
1698,32466,1867,Seq46148_QE3,620,/,/,/,/,/,,PXD003790,230167,35539,9757,1619
1699,32467,1867,Seq46154_QE3,620,/,/,/,/,/,,PXD003790,239906,36989,13155,1038
1700,32468,1867,Seq46155_QE3,620,/,/,/,/,/,,PXD003790,239477,37266,10879,1280
1701,32469,1867,Seq46156_QE3,620,/,/,/,/,/,,PXD003790,220359,34550,9766,1256
1702,32470,1867,Seq46157_QE3,620,/,/,/,/,/,,PXD003790,212845,32685,8864,1269
1703,32471,1867,Seq46158_QE3,620,/,/,/,/,/,,PXD003790,247424,37684,10620,1800
1704,32472,1867,Seq46164_QE3,620,/,/,/,/,/,,PXD003790,246549,40339,14898,915
1705,32473,1867,Seq46165_QE3,620,/,/,/,/,/,,PXD003790,247619,39591,12153,1292
1706,32474,1867,Seq46166_QE3,620,/,/,/,/,/,,PXD003790,198097,31056,8049,1027
1707,32475,1867,Seq46167_QE3,620,/,/,/,/,/,,PXD003790,209889,32988,9199,1201
1708,32476,1867,Seq46168_QE3,620,/,/,/,/,/,,PXD003790,209230,32723,9338,1645
1709,32477,1867,Seq46174_QE3,620,/,/,/,/,/,,PXD003790,238806,37981,13927,862
1710,32478,1867,Seq46175_QE3,620,/,/,/,/,/,,PXD003790,230078,35214,10967,1211
1711,32479,1867,Seq46176_QE3,620,/,/,/,/,/,,PXD003790,211708,33618,9063,1155
1712,32480,1867,Seq46177_QE3,620,/,/,/,/,/,,PXD003790,210591,32990,9277,1237
1713,32481,1867,Seq46178_QE3,620,/,/,/,/,/,,PXD003790,233832,35397,9822,1655
1714,32674,1872,00107_A01_P012579_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27548,4402,1435,783
1715,32675,1872,00107_A02_P012579_S00_N09_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49068,8718,2786,1257
1716,32676,1872,00107_A03_P012579_S00_N17_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43795,8416,2654,1148
1717,32677,1872,00107_A04_P012580_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33136,5468,1786,995
1718,32678,1872,00107_B01_P012579_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45391,7533,2549,1134
1719,32679,1872,00107_B02_P012579_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50232,9303,2984,1231
1720,32680,1872,00107_B03_P012579_S00_N18_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42938,8642,2786,1170
1721,32681,1872,00107_B04_P012580_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44143,7246,2396,1132
1722,32682,1872,00107_B05_P012580_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47592,8719,2861,1276
1723,32683,1872,00107_B06_P012580_S00_N18_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42014,8338,2697,1125
1724,32684,1872,00107_C01_P012579_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49644,7643,2402,1058
1725,32685,1872,00107_C02_P012579_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,53579,9195,2974,1226
1726,32686,1872,00107_C03_P012579_S00_N19_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43045,8646,2905,1175
1727,32687,1872,00107_C04_P012580_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48147,7514,2349,1108
1728,32688,1872,00107_C05_P012580_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49963,8618,2897,1284
1729,32689,1872,00107_C06_P012580_S00_N19_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40931,8121,2654,1049
1730,32690,1872,00107_D01_P012579_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41996,6470,2003,1016
1731,32691,1872,00107_D02_P012579_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,53377,8946,2839,1261
1732,32692,1872,00107_D03_P012579_S00_N20_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39865,7776,2440,1033
1733,32693,1872,00107_D04_P012580_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38291,5779,1730,909
1734,32694,1872,00107_D05_P012580_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50961,8411,2676,1247
1735,32695,1872,00107_D06_P012580_S00_N20_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41917,7769,2479,990
1736,32696,1872,00107_E01_P012579_S00_N05_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38621,6519,2103,1152
1737,32697,1872,00107_E02_P012579_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49735,9234,3051,1247
1738,32698,1872,00107_E03_P012579_S00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39828,7547,2357,969
1739,32699,1872,00107_E04_P012580_S00_N05_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37938,6394,2024,1104
1740,32700,1872,00107_E05_P012580_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47668,8556,2825,1243
1741,32701,1872,00107_E06_P012580_S00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37899,7241,2312,919
1742,32702,1872,00107_F01_P012579_S00_N06_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46101,8331,2695,1220
1743,32703,1872,00107_F02_P012579_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49922,9355,3056,1207
1744,32704,1872,00107_F03_P012579_S00_N22_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38662,7825,2433,1023
1745,32705,1872,00107_F04_P012580_S00_N06_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41918,7570,2559,1249
1746,32706,1872,00107_F05_P012580_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46670,8669,2780,1217
1747,32707,1872,00107_F06_P012580_S00_N22_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36953,7446,2396,963
1748,32708,1872,00107_G01_P012579_S00_N07_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50272,8285,2743,1147
1749,32709,1872,00107_G02_P012579_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51326,9450,3109,1201
1750,32710,1872,00107_G03_P012579_S00_N23_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35610,7398,2359,950
1751,32711,1872,00107_G04_P012580_S00_N07_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48106,8051,2628,1179
1752,32712,1872,00107_G05_P012580_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44809,8791,2852,1192
1753,32713,1872,00107_G06_P012580_S00_N23_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36740,7548,2363,929
1754,32714,1872,00107_H01_P012579_S00_N08_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50811,8064,2589,1161
1755,32715,1872,00107_H02_P012579_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47204,9202,3004,1187
1756,32716,1872,00107_H03_P012579_S00_N24_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31389,6957,2328,853
1757,32717,1872,00107_H04_P012580_S00_N08_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49149,7751,2602,1200
1758,32718,1872,00107_H05_P012580_S00_N16_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45223,8599,2777,1188
1759,32719,1872,00107_H06_P012580_S00_N24_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31355,6874,2270,877
1760,32720,1872,00108_A01_P012694_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26432,4325,1432,805
1761,32721,1872,00108_A02_P012694_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40296,7092,2182,1103
1762,32722,1872,00108_A03_P012694_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34464,6689,2035,974
1763,32723,1872,00108_A04_P012695_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28069,4814,1540,815
1764,32724,1872,00108_A05_P012695_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40737,6962,2184,1018
1765,32725,1872,00108_A06_P012695_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36945,7022,2088,926
1766,32726,1872,00108_B01_P012694_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43748,6649,2083,1030
1767,32727,1872,00108_B02_P012694_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42076,7750,2404,1093
1768,32728,1872,00108_B03_P012694_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34508,6669,2045,952
1769,32729,1872,00108_B04_P012695_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43302,6648,1995,889
1770,32730,1872,00108_B05_P012695_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43688,7837,2411,1025
1771,32731,1872,00108_B06_P012695_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34375,6594,1941,879
1772,32732,1872,00108_C01_P012694_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41751,5984,1785,872
1773,32733,1872,00108_C02_P012694_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44527,7302,2373,1056
1774,32734,1872,00108_C03_P012694_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33980,6628,2132,968
1775,32735,1872,00108_C04_P012695_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42946,6205,1788,824
1776,32736,1872,00108_C05_P012695_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44726,7463,2363,981
1777,32737,1872,00108_C06_P012695_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32743,6419,2020,882
1778,32738,1872,00108_D01_P012694_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29664,4345,1279,716
1779,32739,1872,00108_D02_P012694_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44875,7038,2209,1057
1780,32740,1872,00108_D03_P012694_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32693,5510,1753,843
1781,32741,1872,00108_D04_P012695_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31997,4872,1333,718
1782,32742,1872,00108_D05_P012695_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43494,6941,2133,978
1783,32743,1872,00108_D06_P012695_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37114,6290,1938,799
1784,32744,1872,00108_E02_P012694_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38177,6814,2212,1106
1785,32745,1872,00108_E03_P012694_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31220,5744,1688,793
1786,32746,1872,00108_E04_P012695_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34044,5611,1743,932
1787,32747,1872,00108_E05_P012695_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41400,7102,2274,1038
1788,32748,1872,00108_E06_P012695_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35255,6186,1804,747
1789,32749,1872,00108_F01_P012694_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41243,7378,2242,1064
1790,32750,1872,00108_F02_P012694_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41738,7310,2275,1044
1791,32751,1872,00108_F03_P012694_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28548,5766,1697,789
1792,32752,1872,00108_F04_P012695_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,38702,7068,2108,1000
1793,32753,1872,00108_F05_P012695_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43263,7710,2333,995
1794,32754,1872,00108_F06_P012695_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,31398,6608,1822,782
1795,32755,1872,00108_G01_P012694_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47819,7127,2207,945
1796,32756,1872,00108_G02_P012694_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40927,7231,2290,1040
1797,32757,1872,00108_G03_P012694_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,27145,5598,1663,737
1798,32758,1872,00108_G04_P012695_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48227,7305,2281,965
1799,32759,1872,00108_G05_P012695_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42147,7538,2310,939
1800,32760,1872,00108_G06_P012695_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29266,6188,1801,737
1801,32761,1872,00108_H01_P012694_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40714,6216,1920,949
1802,32762,1872,00108_H02_P012694_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36494,6905,2074,966
1803,32763,1872,00108_H03_P012694_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26177,5337,1603,629
1804,32764,1872,00108_H04_P012695_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43927,6804,2181,960
1805,32765,1872,00108_H05_P012695_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,40370,7379,2202,931
1806,32766,1872,00108_H06_P012695_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25066,5005,1476,572
1807,32767,1872,01213_A01_P012338_B00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,21068,3541,1221,679
1808,32768,1872,01213_A02_P012338_B00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,42893,7287,2426,1172
1809,32769,1872,01213_A03_P012338_B00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54928,9932,3193,1227
1810,32770,1872,01213_A04_P012339_B00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30734,4702,1584,844
1811,32771,1872,01213_A05_P012339_B00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59724,10774,3631,1601
1812,32772,1872,01213_A06_P012339_B00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54667,10335,3265,1367
1813,32773,1872,01213_B01_P012338_B00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43914,6400,2111,991
1814,32774,1872,01213_B02_P012338_B00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47420,7938,2587,1162
1815,32775,1872,01213_B03_P012338_B00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,53273,9743,3086,1164
1816,32776,1872,01213_B04_P012339_B00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58217,9159,3139,1311
1817,32777,1872,01213_B05_P012339_B00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,65661,12118,4015,1582
1818,32778,1872,01213_B06_P012339_B00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,53936,10282,3294,1327
1819,32779,1872,01213_C01_P012338_B00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44406,6152,1939,950
1820,32780,1872,01213_C02_P012338_B00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48748,7795,2465,1088
1821,32781,1872,01213_C03_P012338_B00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51462,9265,3084,1089
1822,32782,1872,01213_C04_P012339_B00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,61794,9421,3102,1339
1823,32783,1872,01213_C05_P012339_B00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,64740,11550,3759,1439
1824,32784,1872,01213_C06_P012339_B00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51432,9742,3215,1256
1825,32785,1872,01213_D01_P012338_B00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34914,5265,1639,853
1826,32786,1872,01213_D02_P012338_B00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46565,7338,2307,1081
1827,32787,1872,01213_D03_P012338_B00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46794,8254,2677,977
1828,32788,1872,01213_D04_P012339_B00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49924,7369,2318,1092
1829,32789,1872,01213_D05_P012339_B00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,62812,10969,3534,1487
1830,32790,1872,01213_D06_P012339_B00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48728,9219,3011,1172
1831,32791,1872,01213_E01_P012338_B00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32458,4992,1528,834
1832,32792,1872,01213_E02_P012338_B00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43059,7383,2430,1161
1833,32793,1872,01213_E03_P012338_B00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48991,8886,2749,977
1834,32794,1872,01213_E04_P012339_B00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47730,7205,2307,1137
1835,32795,1872,01213_E05_P012339_B00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58377,10774,3638,1509
1836,32796,1872,01213_E06_P012339_B00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43718,8538,2758,1104
1837,32797,1872,01213_F01_P012338_B00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39776,6989,2278,1137
1838,32798,1872,01213_F02_P012338_B00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,46011,7781,2568,1135
1839,32799,1872,01213_F03_P012338_B00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45806,8300,2704,931
1840,32800,1872,01213_F04_P012339_B00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,55376,10148,3475,1584
1841,32801,1872,01213_F05_P012339_B00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,58409,11211,3852,1515
1842,32802,1872,01213_F06_P012339_B00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47880,9291,3119,1184
1843,32803,1872,01213_G01_P012338_B00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50422,7426,2338,1011
1844,32804,1872,01213_G02_P012338_B00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45324,7935,2638,1093
1845,32805,1872,01213_G03_P012338_B00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41158,7579,2505,821
1846,32806,1872,01213_G04_P012339_B00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,65893,10944,3528,1440
1847,32807,1872,01213_G05_P012339_B00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,60893,11142,3743,1480
1848,32808,1872,01213_G06_P012339_B00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43846,8544,2839,1101
1849,32809,1872,01213_H01_P012338_B00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47307,6824,2182,975
1850,32810,1872,01213_H02_P012338_B00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,55379,9803,3195,1245
1851,32811,1872,01213_H03_P012338_B00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32159,5815,1817,557
1852,32812,1872,01213_H04_P012339_B00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,64366,10444,3453,1273
1853,32813,1872,01213_H05_P012339_B00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59421,10885,3538,1369
1854,32814,1872,01213_H06_P012339_B00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34977,6893,2339,838
1855,32815,1872,01214_A01_P012340_S00_N01_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,23906,3446,1123,655
1856,32816,1872,01214_A02_P012340_S00_N09_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54103,9629,3214,1459
1857,32817,1872,01214_A03_P012340_S00_N17_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,49055,8925,2818,1189
1858,32818,1872,01214_B01_P012340_S00_N02_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,56806,8809,3042,1296
1859,32819,1872,01214_B02_P012340_S00_N10_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,61029,11167,3705,1509
1860,32820,1872,01214_B03_P012340_S00_N18_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45855,8690,2730,1148
1861,32821,1872,01214_C01_P012340_S00_N03_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,55759,8536,2745,1200
1862,32822,1872,01214_C02_P012340_S00_N11_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59499,10403,3411,1347
1863,32823,1872,01214_C03_P012340_S00_N19_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44465,8336,2654,1088
1864,32824,1872,01214_D01_P012340_S00_N04_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41666,6216,1910,939
1865,32825,1872,01214_D02_P012340_S00_N12_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,59130,10204,3284,1409
1866,32826,1872,01214_D03_P012340_S00_N20_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41751,7794,2530,1054
1867,32827,1872,01214_E01_P012340_S00_N05_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39098,6208,1956,1015
1868,32828,1872,01214_E02_P012340_S00_N13_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,55004,10136,3409,1462
1869,32829,1872,01214_E03_P012340_S00_N21_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,37981,7089,2262,942
1870,32830,1872,01214_F01_P012340_S00_N06_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50823,9185,3145,1467
1871,32831,1872,01214_F02_P012340_S00_N14_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54289,10148,3391,1401
1872,32832,1872,01214_F03_P012340_S00_N22_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41291,7841,2590,998
1873,32833,1872,01214_G01_P012340_S00_N07_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,60948,10137,3327,1400
1874,32834,1872,01214_G02_P012340_S00_N15_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,54400,10030,3285,1332
1875,32835,1872,01214_G03_P012340_S00_N23_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,34532,6545,2135,861
1876,32836,1872,01214_H01_P012340_S00_N08_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,56331,9256,3058,1301
1877,32837,1872,01214_H02_P012340_S00_N16_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,52440,9545,3091,1240
1878,32838,1872,01214_H03_P012340_S00_N24_R1,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28916,5569,1692,654
1879,32839,1872,01231_A01_P012890_S00_N01_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,35540,5729,1727,800
1880,32840,1872,01231_A02_P012890_S00_N09_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39319,6871,2229,1016
1881,32841,1872,01231_A03_P012890_S00_N17_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,41309,7459,2266,918
1882,32842,1872,01231_B01_P012890_S00_N02_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,44602,6588,1916,904
1883,32843,1872,01231_B02_P012890_S00_N10_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,48013,8049,2544,1063
1884,32844,1872,01231_B03_P012890_S00_N18_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,30865,6139,1807,780
1885,32845,1872,01231_C01_P012890_S00_N03_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,43744,6267,1803,856
1886,32846,1872,01231_C02_P012890_S00_N11_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,51119,7947,2461,1003
1887,32847,1872,01231_C03_P012890_S00_N19_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29418,5897,1889,782
1888,32848,1872,01231_D01_P012890_S00_N04_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,25639,3743,1071,596
1889,32849,1872,01231_D02_P012890_S00_N12_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45747,7017,2245,976
1890,32850,1872,01231_D03_P012890_S00_N20_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,26547,4645,1381,642
1891,32851,1872,01231_E01_P012890_S00_N05_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,29653,4657,1495,835
1892,32852,1872,01231_E02_P012890_S00_N13_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,39561,6884,2240,994
1893,32853,1872,01231_E03_P012890_S00_N21_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,32009,5677,1612,657
1894,32854,1872,01231_F01_P012890_S00_N06_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,36950,6725,2120,1043
1895,32855,1872,01231_F02_P012890_S00_N14_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,45917,7571,2356,964
1896,32856,1872,01231_F03_P012890_S00_N22_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,33511,6342,1961,735
1897,32857,1872,01231_G01_P012890_S00_N07_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,50985,7471,2333,987
1898,32858,1872,01231_G02_P012890_S00_N15_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,47701,7960,2536,964
1899,32859,1872,01231_G03_P012890_S00_N23_R2,636,CRC,colorectal cancer,/,colon,/,,PXD005354,28803,5760,1830,677
