,PXD,RAW,Useable,cell_line,disease,file_path,pool_id,sub_cell,tissue_type,treatment,parser_fails
2076,PXD005354,01333_E04_P013147_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_E04_P013147_S00_N05_R1.mgf.gzip/01333_E04_P013147_S00_N05_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2077,PXD005354,01333_E05_P013147_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_E05_P013147_S00_N13_R1.mgf.gzip/01333_E05_P013147_S00_N13_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2078,PXD005354,01333_E06_P013147_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_E06_P013147_S00_N21_R1.mgf.gzip/01333_E06_P013147_S00_N21_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2079,PXD005354,01333_F01_P013146_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F01_P013146_S00_N06_R1.mgf.gzip/01333_F01_P013146_S00_N06_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2080,PXD005354,01333_F02_P013146_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F02_P013146_S00_N14_R1.mgf.gzip/01333_F02_P013146_S00_N14_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2081,PXD005354,01333_F03_P013146_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F03_P013146_S00_N22_R1.mgf.gzip/01333_F03_P013146_S00_N22_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2082,PXD005354,01333_F04_P013147_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F04_P013147_S00_N06_R1.mgf.gzip/01333_F04_P013147_S00_N06_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2083,PXD005354,01333_F05_P013147_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F05_P013147_S00_N14_R1.mgf.gzip/01333_F05_P013147_S00_N14_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2084,PXD005354,01333_F06_P013147_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_F06_P013147_S00_N22_R1.mgf.gzip/01333_F06_P013147_S00_N22_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2085,PXD005354,01333_G01_P013146_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G01_P013146_S00_N07_R1.mgf.gzip/01333_G01_P013146_S00_N07_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2086,PXD005354,01333_G02_P013146_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G02_P013146_S00_N15_R1.mgf.gzip/01333_G02_P013146_S00_N15_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2087,PXD005354,01333_G03_P013146_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G03_P013146_S00_N23_R1.mgf.gzip/01333_G03_P013146_S00_N23_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2088,PXD005354,01333_G04_P013147_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G04_P013147_S00_N07_R1.mgf.gzip/01333_G04_P013147_S00_N07_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2089,PXD005354,01333_G05_P013147_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G05_P013147_S00_N15_R1.mgf.gzip/01333_G05_P013147_S00_N15_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2090,PXD005354,01333_G06_P013147_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_G06_P013147_S00_N23_R1.mgf.gzip/01333_G06_P013147_S00_N23_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2091,PXD005354,01333_H01_P013146_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H01_P013146_S00_N08_R1.mgf.gzip/01333_H01_P013146_S00_N08_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2092,PXD005354,01333_H02_P013146_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H02_P013146_S00_N16_R1.mgf.gzip/01333_H02_P013146_S00_N16_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2093,PXD005354,01333_H03_P013146_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H03_P013146_S00_N24_R1.mgf.gzip/01333_H03_P013146_S00_N24_R1.mgf.gzip.ionbot.csv,52,/,colon,/,no
2094,PXD005354,01333_H04_P013147_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H04_P013147_S00_N08_R1.mgf.gzip/01333_H04_P013147_S00_N08_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2095,PXD005354,01333_H05_P013147_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H05_P013147_S00_N16_R1.mgf.gzip/01333_H05_P013147_S00_N16_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2096,PXD005354,01333_H06_P013147_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01333_H06_P013147_S00_N24_R1.mgf.gzip/01333_H06_P013147_S00_N24_R1.mgf.gzip.ionbot.csv,53,/,colon,/,no
2097,PXD005354,01334_A01_P013148_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A01_P013148_S00_N01_R1.mgf.gzip/01334_A01_P013148_S00_N01_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2098,PXD005354,01334_A02_P013148_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A02_P013148_S00_N09_R1.mgf.gzip/01334_A02_P013148_S00_N09_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2099,PXD005354,01334_A03_P013148_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A03_P013148_S00_N17_R1.mgf.gzip/01334_A03_P013148_S00_N17_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2100,PXD005354,01334_A04_P013149_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A04_P013149_S00_N01_R1.mgf.gzip/01334_A04_P013149_S00_N01_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2101,PXD005354,01334_A05_P013149_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A05_P013149_S00_N09_R1.mgf.gzip/01334_A05_P013149_S00_N09_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2102,PXD005354,01334_A06_P013149_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_A06_P013149_S00_N17_R1.mgf.gzip/01334_A06_P013149_S00_N17_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2103,PXD005354,01334_B01_P013148_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_B01_P013148_S00_N02_R1.mgf.gzip/01334_B01_P013148_S00_N02_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2104,PXD005354,01334_B02_P013148_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_B02_P013148_S00_N10_R1.mgf.gzip/01334_B02_P013148_S00_N10_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2105,PXD005354,01334_B04_P013149_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_B04_P013149_S00_N02_R1.mgf.gzip/01334_B04_P013149_S00_N02_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2106,PXD005354,01334_B05_P013149_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_B05_P013149_S00_N10_R1.mgf.gzip/01334_B05_P013149_S00_N10_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2107,PXD005354,01334_B06_P013149_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_B06_P013149_S00_N18_R1.mgf.gzip/01334_B06_P013149_S00_N18_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2108,PXD005354,01334_C01_P013148_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C01_P013148_S00_N03_R1.mgf.gzip/01334_C01_P013148_S00_N03_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2109,PXD005354,01334_C02_P013148_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C02_P013148_S00_N11_R1.mgf.gzip/01334_C02_P013148_S00_N11_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2110,PXD005354,01334_C03_P013148_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C03_P013148_S00_N19_R1.mgf.gzip/01334_C03_P013148_S00_N19_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2111,PXD005354,01334_C04_P013149_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C04_P013149_S00_N03_R1.mgf.gzip/01334_C04_P013149_S00_N03_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2112,PXD005354,01334_C05_P013149_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C05_P013149_S00_N11_R1.mgf.gzip/01334_C05_P013149_S00_N11_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2113,PXD005354,01334_C06_P013149_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_C06_P013149_S00_N19_R1.mgf.gzip/01334_C06_P013149_S00_N19_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2114,PXD005354,01334_D01_P013148_S00_N04_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D01_P013148_S00_N04_R1.mgf.gzip/01334_D01_P013148_S00_N04_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2115,PXD005354,01334_D02_P013148_S00_N12_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D02_P013148_S00_N12_R1.mgf.gzip/01334_D02_P013148_S00_N12_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2116,PXD005354,01334_D03_P013148_S00_N20_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D03_P013148_S00_N20_R1.mgf.gzip/01334_D03_P013148_S00_N20_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2117,PXD005354,01334_D04_P013149_S00_N04_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D04_P013149_S00_N04_R1.mgf.gzip/01334_D04_P013149_S00_N04_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2118,PXD005354,01334_D05_P013149_S00_N12_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D05_P013149_S00_N12_R1.mgf.gzip/01334_D05_P013149_S00_N12_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2119,PXD005354,01334_D06_P013149_S00_N20_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_D06_P013149_S00_N20_R1.mgf.gzip/01334_D06_P013149_S00_N20_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2120,PXD005354,01334_E01_P013148_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E01_P013148_S00_N05_R1.mgf.gzip/01334_E01_P013148_S00_N05_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2121,PXD005354,01334_E02_P013148_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E02_P013148_S00_N13_R1.mgf.gzip/01334_E02_P013148_S00_N13_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2122,PXD005354,01334_E03_P013148_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E03_P013148_S00_N21_R1.mgf.gzip/01334_E03_P013148_S00_N21_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2123,PXD005354,01334_E04_P013149_S00_N05_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E04_P013149_S00_N05_R1.mgf.gzip/01334_E04_P013149_S00_N05_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2124,PXD005354,01334_E05_P013149_S00_N13_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E05_P013149_S00_N13_R1.mgf.gzip/01334_E05_P013149_S00_N13_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2125,PXD005354,01334_E06_P013149_S00_N21_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_E06_P013149_S00_N21_R1.mgf.gzip/01334_E06_P013149_S00_N21_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2126,PXD005354,01334_F01_P013148_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F01_P013148_S00_N06_R1.mgf.gzip/01334_F01_P013148_S00_N06_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2127,PXD005354,01334_F02_P013148_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F02_P013148_S00_N14_R1.mgf.gzip/01334_F02_P013148_S00_N14_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2128,PXD005354,01334_F03_P013148_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F03_P013148_S00_N22_R1.mgf.gzip/01334_F03_P013148_S00_N22_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2129,PXD005354,01334_F04_P013149_S00_N06_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F04_P013149_S00_N06_R1.mgf.gzip/01334_F04_P013149_S00_N06_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2130,PXD005354,01334_F05_P013149_S00_N14_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F05_P013149_S00_N14_R1.mgf.gzip/01334_F05_P013149_S00_N14_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2131,PXD005354,01334_F06_P013149_S00_N22_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_F06_P013149_S00_N22_R1.mgf.gzip/01334_F06_P013149_S00_N22_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2132,PXD005354,01334_G01_P013148_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G01_P013148_S00_N07_R1.mgf.gzip/01334_G01_P013148_S00_N07_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2133,PXD005354,01334_G02_P013148_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G02_P013148_S00_N15_R1.mgf.gzip/01334_G02_P013148_S00_N15_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2134,PXD005354,01334_G03_P013148_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G03_P013148_S00_N23_R1.mgf.gzip/01334_G03_P013148_S00_N23_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2135,PXD005354,01334_G04_P013149_S00_N07_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G04_P013149_S00_N07_R1.mgf.gzip/01334_G04_P013149_S00_N07_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2136,PXD005354,01334_G05_P013149_S00_N15_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G05_P013149_S00_N15_R1.mgf.gzip/01334_G05_P013149_S00_N15_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2137,PXD005354,01334_G06_P013149_S00_N23_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_G06_P013149_S00_N23_R1.mgf.gzip/01334_G06_P013149_S00_N23_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2138,PXD005354,01334_H01_P013148_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H01_P013148_S00_N08_R1.mgf.gzip/01334_H01_P013148_S00_N08_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2139,PXD005354,01334_H02_P013148_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H02_P013148_S00_N16_R1.mgf.gzip/01334_H02_P013148_S00_N16_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2140,PXD005354,01334_H03_P013148_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H03_P013148_S00_N24_R1.mgf.gzip/01334_H03_P013148_S00_N24_R1.mgf.gzip.ionbot.csv,54,/,colon,/,no
2141,PXD005354,01334_H04_P013149_S00_N08_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H04_P013149_S00_N08_R1.mgf.gzip/01334_H04_P013149_S00_N08_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2142,PXD005354,01334_H05_P013149_S00_N16_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H05_P013149_S00_N16_R1.mgf.gzip/01334_H05_P013149_S00_N16_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2143,PXD005354,01334_H06_P013149_S00_N24_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01334_H06_P013149_S00_N24_R1.mgf.gzip/01334_H06_P013149_S00_N24_R1.mgf.gzip.ionbot.csv,55,/,colon,/,no
2144,PXD005354,01335_A01_P013150_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A01_P013150_S00_N01_R1.mgf.gzip/01335_A01_P013150_S00_N01_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2145,PXD005354,01335_A02_P013150_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A02_P013150_S00_N09_R1.mgf.gzip/01335_A02_P013150_S00_N09_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2146,PXD005354,01335_A03_P013150_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A03_P013150_S00_N17_R1.mgf.gzip/01335_A03_P013150_S00_N17_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2147,PXD005354,01335_A04_P013151_S00_N01_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A04_P013151_S00_N01_R1.mgf.gzip/01335_A04_P013151_S00_N01_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2148,PXD005354,01335_A05_P013151_S00_N09_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A05_P013151_S00_N09_R1.mgf.gzip/01335_A05_P013151_S00_N09_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2149,PXD005354,01335_A06_P013151_S00_N17_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_A06_P013151_S00_N17_R1.mgf.gzip/01335_A06_P013151_S00_N17_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2150,PXD005354,01335_B01_P013150_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B01_P013150_S00_N02_R1.mgf.gzip/01335_B01_P013150_S00_N02_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2151,PXD005354,01335_B02_P013150_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B02_P013150_S00_N10_R1.mgf.gzip/01335_B02_P013150_S00_N10_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2152,PXD005354,01335_B03_P013150_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B03_P013150_S00_N18_R1.mgf.gzip/01335_B03_P013150_S00_N18_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2153,PXD005354,01335_B04_P013151_S00_N02_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B04_P013151_S00_N02_R1.mgf.gzip/01335_B04_P013151_S00_N02_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2154,PXD005354,01335_B05_P013151_S00_N10_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B05_P013151_S00_N10_R1.mgf.gzip/01335_B05_P013151_S00_N10_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2155,PXD005354,01335_B06_P013151_S00_N18_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_B06_P013151_S00_N18_R1.mgf.gzip/01335_B06_P013151_S00_N18_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2156,PXD005354,01335_C01_P013150_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_C01_P013150_S00_N03_R1.mgf.gzip/01335_C01_P013150_S00_N03_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2157,PXD005354,01335_C02_P013150_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_C02_P013150_S00_N11_R1.mgf.gzip/01335_C02_P013150_S00_N11_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2158,PXD005354,01335_C03_P013150_S00_N19_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_C03_P013150_S00_N19_R1.mgf.gzip/01335_C03_P013150_S00_N19_R1.mgf.gzip.ionbot.csv,56,/,colon,/,no
2159,PXD005354,01335_C04_P013151_S00_N03_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_C04_P013151_S00_N03_R1.mgf.gzip/01335_C04_P013151_S00_N03_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
2160,PXD005354,01335_C05_P013151_S00_N11_R1,yes,CRC,colorectal cancer,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005354/IONBOT_v0.7.0/01335_C05_P013151_S00_N11_R1.mgf.gzip/01335_C05_P013151_S00_N11_R1.mgf.gzip.ionbot.csv,57,/,colon,/,no
