,PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path,ionbot_version
2504,PXD005946,00261_H07_P001565_B00H_A00_R1,yes,HT29,adenocarcinoma,colon,/,/,18,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00261_H07_P001565_B00H_A00_R1.mgf.gzip/00261_H07_P001565_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2505,PXD005946,00279_A03_P001745_B00E_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_A03_P001745_B00E_A00_R1.mgf.gzip/00279_A03_P001745_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2506,PXD005946,00279_B03_P001745_B00F_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_B03_P001745_B00F_A00_R1.mgf.gzip/00279_B03_P001745_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2507,PXD005946,00279_C03_P001745_B00G_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_C03_P001745_B00G_A00_R1.mgf.gzip/00279_C03_P001745_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2508,PXD005946,00279_D03_P001745_B00H_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_D03_P001745_B00H_A00_R1.mgf.gzip/00279_D03_P001745_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2509,PXD005946,00279_E02_P001745_B00A_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_E02_P001745_B00A_A00_R1.mgf.gzip/00279_E02_P001745_B00A_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2510,PXD005946,00279_E03_P001745_B00I_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_E03_P001745_B00I_A00_R1.mgf.gzip/00279_E03_P001745_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2511,PXD005946,00279_F02_P001745_B00B_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_F02_P001745_B00B_A00_R1.mgf.gzip/00279_F02_P001745_B00B_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2512,PXD005946,00279_F03_P001745_B00J_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_F03_P001745_B00J_A00_R1.mgf.gzip/00279_F03_P001745_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2513,PXD005946,00279_G02_P001745_B00C_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_G02_P001745_B00C_A00_R1.mgf.gzip/00279_G02_P001745_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2514,PXD005946,00279_G03_P001745_B00K_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_G03_P001745_B00K_A00_R1.mgf.gzip/00279_G03_P001745_B00K_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2515,PXD005946,00279_H02_P001745_B00D_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_H02_P001745_B00D_A00_R1.mgf.gzip/00279_H02_P001745_B00D_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2516,PXD005946,00279_H03_P001745_B00L_A00_R1,yes,DU145,carcinoma,prostate,/,/,24,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00279_H03_P001745_B00L_A00_R1.mgf.gzip/00279_H03_P001745_B00L_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2517,PXD005946,00287_A03_P001750_B00E_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_A03_P001750_B00E_A00_R1.mgf.gzip/00287_A03_P001750_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2518,PXD005946,00287_A04_P001749_B00A_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_A04_P001749_B00A_A00_R1.mgf.gzip/00287_A04_P001749_B00A_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2519,PXD005946,00287_A05_P001749_B00I_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_A05_P001749_B00I_A00_R1.mgf.gzip/00287_A05_P001749_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2520,PXD005946,00287_A07_P001747_B00A_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_A07_P001747_B00A_A00_R1.mgf.gzip/00287_A07_P001747_B00A_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2521,PXD005946,00287_A08_P001747_B00I_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_A08_P001747_B00I_A00_R1.mgf.gzip/00287_A08_P001747_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2522,PXD005946,00287_B03_P001750_B00F_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_B03_P001750_B00F_A00_R1.mgf.gzip/00287_B03_P001750_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2523,PXD005946,00287_B04_P001749_B00B_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_B04_P001749_B00B_A00_R1.mgf.gzip/00287_B04_P001749_B00B_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2524,PXD005946,00287_B05_P001749_B00J_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_B05_P001749_B00J_A00_R1.mgf.gzip/00287_B05_P001749_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2525,PXD005946,00287_B07_P001747_B00B_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_B07_P001747_B00B_A00_R1.mgf.gzip/00287_B07_P001747_B00B_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2526,PXD005946,00287_B08_P001747_B00J_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_B08_P001747_B00J_A00_R1.mgf.gzip/00287_B08_P001747_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2527,PXD005946,00287_C03_P001750_B00G_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_C03_P001750_B00G_A00_R1.mgf.gzip/00287_C03_P001750_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2528,PXD005946,00287_C04_P001749_B00C_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_C04_P001749_B00C_A00_R1.mgf.gzip/00287_C04_P001749_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2529,PXD005946,00287_C05_P001749_B00K_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_C05_P001749_B00K_A00_R1.mgf.gzip/00287_C05_P001749_B00K_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2530,PXD005946,00287_C07_P001747_B00C_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_C07_P001747_B00C_A00_R1.mgf.gzip/00287_C07_P001747_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2531,PXD005946,00287_C08_P001747_B00K_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_C08_P001747_B00K_A00_R1.mgf.gzip/00287_C08_P001747_B00K_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2532,PXD005946,00287_D03_P001750_B00H_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_D03_P001750_B00H_A00_R1.mgf.gzip/00287_D03_P001750_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2533,PXD005946,00287_D04_P001749_B00D_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_D04_P001749_B00D_A00_R1.mgf.gzip/00287_D04_P001749_B00D_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2534,PXD005946,00287_D05_P001749_B00L_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_D05_P001749_B00L_A00_R1.mgf.gzip/00287_D05_P001749_B00L_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2535,PXD005946,00287_D07_P001747_B00D_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_D07_P001747_B00D_A00_R1.mgf.gzip/00287_D07_P001747_B00D_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2536,PXD005946,00287_D08_P001747_B00L_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_D08_P001747_B00L_A00_R1.mgf.gzip/00287_D08_P001747_B00L_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2537,PXD005946,00287_E02_P001750_B00A_A00_R2,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_E02_P001750_B00A_A00_R2.mgf.gzip/00287_E02_P001750_B00A_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2538,PXD005946,00287_E03_P001750_B00I_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_E03_P001750_B00I_A00_R1.mgf.gzip/00287_E03_P001750_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2539,PXD005946,00287_E04_P001749_B00E_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_E04_P001749_B00E_A00_R1.mgf.gzip/00287_E04_P001749_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2540,PXD005946,00287_E07_P001747_B00E_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_E07_P001747_B00E_A00_R1.mgf.gzip/00287_E07_P001747_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2541,PXD005946,00287_F02_P001750_B00B_A00_R2,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_F02_P001750_B00B_A00_R2.mgf.gzip/00287_F02_P001750_B00B_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2542,PXD005946,00287_F03_P001750_B00J_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_F03_P001750_B00J_A00_R1.mgf.gzip/00287_F03_P001750_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2543,PXD005946,00287_F04_P001749_B00F_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_F04_P001749_B00F_A00_R1.mgf.gzip/00287_F04_P001749_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2544,PXD005946,00287_F07_P001747_B00F_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_F07_P001747_B00F_A00_R1.mgf.gzip/00287_F07_P001747_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2545,PXD005946,00287_G02_P001750_B00C_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_G02_P001750_B00C_A00_R1.mgf.gzip/00287_G02_P001750_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2546,PXD005946,00287_G03_P001750_B00K_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_G03_P001750_B00K_A00_R1.mgf.gzip/00287_G03_P001750_B00K_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2547,PXD005946,00287_G04_P001749_B00G_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_G04_P001749_B00G_A00_R1.mgf.gzip/00287_G04_P001749_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2548,PXD005946,00287_G07_P001747_B00G_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_G07_P001747_B00G_A00_R1.mgf.gzip/00287_G07_P001747_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2549,PXD005946,00287_H02_P001750_B00D_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_H02_P001750_B00D_A00_R1.mgf.gzip/00287_H02_P001750_B00D_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2550,PXD005946,00287_H03_P001750_B00L_A00_R1,yes,SR,lymphoma,blood,/,/,28,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_H03_P001750_B00L_A00_R1.mgf.gzip/00287_H03_P001750_B00L_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2551,PXD005946,00287_H04_P001749_B00H_A00_R1,yes,SK-MEL-2,melanoma,skin,/,/,27,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_H04_P001749_B00H_A00_R1.mgf.gzip/00287_H04_P001749_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2552,PXD005946,00287_H07_P001747_B00H_A00_R1,yes,OVCAR-3,adenocarcinoma,ovary,/,/,25,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00287_H07_P001747_B00H_A00_R1.mgf.gzip/00287_H07_P001747_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2553,PXD005946,00296_A01_P001904_B00A_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_A01_P001904_B00A_A00_R1.mgf.gzip/00296_A01_P001904_B00A_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2554,PXD005946,00296_A02_P001904_B00I_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_A02_P001904_B00I_A00_R1.mgf.gzip/00296_A02_P001904_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2555,PXD005946,00296_A03_P001905_B00E_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_A03_P001905_B00E_A00_R1.mgf.gzip/00296_A03_P001905_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2556,PXD005946,00296_A05_P001906_B00I_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_A05_P001906_B00I_A00_R2.mgf.gzip/00296_A05_P001906_B00I_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2557,PXD005946,00296_B01_P001904_B00B_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_B01_P001904_B00B_A00_R1.mgf.gzip/00296_B01_P001904_B00B_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2558,PXD005946,00296_B02_P001904_B00J_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_B02_P001904_B00J_A00_R1.mgf.gzip/00296_B02_P001904_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2559,PXD005946,00296_B03_P001905_B00F_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_B03_P001905_B00F_A00_R1.mgf.gzip/00296_B03_P001905_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2560,PXD005946,00296_B04_P001906_B00B_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_B04_P001906_B00B_A00_R2.mgf.gzip/00296_B04_P001906_B00B_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2561,PXD005946,00296_B05_P001906_B00J_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_B05_P001906_B00J_A00_R2.mgf.gzip/00296_B05_P001906_B00J_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2562,PXD005946,00296_C01_P001904_B00C_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_C01_P001904_B00C_A00_R1.mgf.gzip/00296_C01_P001904_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2563,PXD005946,00296_C02_P001904_B00K_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_C02_P001904_B00K_A00_R1.mgf.gzip/00296_C02_P001904_B00K_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2564,PXD005946,00296_C03_P001905_B00G_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_C03_P001905_B00G_A00_R1.mgf.gzip/00296_C03_P001905_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2565,PXD005946,00296_C04_P001906_B00C_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_C04_P001906_B00C_A00_R2.mgf.gzip/00296_C04_P001906_B00C_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2566,PXD005946,00296_C05_P001906_B00K_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_C05_P001906_B00K_A00_R2.mgf.gzip/00296_C05_P001906_B00K_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2567,PXD005946,00296_D01_P001904_B00D_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_D01_P001904_B00D_A00_R1.mgf.gzip/00296_D01_P001904_B00D_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2568,PXD005946,00296_D02_P001904_B00L_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_D02_P001904_B00L_A00_R1.mgf.gzip/00296_D02_P001904_B00L_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2569,PXD005946,00296_D03_P001905_B00H_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_D03_P001905_B00H_A00_R1.mgf.gzip/00296_D03_P001905_B00H_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2570,PXD005946,00296_D04_P001906_B00D_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_D04_P001906_B00D_A00_R2.mgf.gzip/00296_D04_P001906_B00D_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2571,PXD005946,00296_D05_P001906_B00L_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_D05_P001906_B00L_A00_R2.mgf.gzip/00296_D05_P001906_B00L_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2572,PXD005946,00296_E01_P001904_B00E_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_E01_P001904_B00E_A00_R1.mgf.gzip/00296_E01_P001904_B00E_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2573,PXD005946,00296_E02_P001905_B00A_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_E02_P001905_B00A_A00_R1.mgf.gzip/00296_E02_P001905_B00A_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2574,PXD005946,00296_E03_P001905_B00I_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_E03_P001905_B00I_A00_R1.mgf.gzip/00296_E03_P001905_B00I_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2575,PXD005946,00296_E04_P001906_B00E_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_E04_P001906_B00E_A00_R2.mgf.gzip/00296_E04_P001906_B00E_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2576,PXD005946,00296_F01_P001904_B00F_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_F01_P001904_B00F_A00_R1.mgf.gzip/00296_F01_P001904_B00F_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2577,PXD005946,00296_F02_P001905_B00B_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_F02_P001905_B00B_A00_R1.mgf.gzip/00296_F02_P001905_B00B_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2578,PXD005946,00296_F03_P001905_B00J_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_F03_P001905_B00J_A00_R1.mgf.gzip/00296_F03_P001905_B00J_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2579,PXD005946,00296_F04_P001906_B00F_A00_R2,yes,A549,adenocarcinoma,lung,/,/,37,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_F04_P001906_B00F_A00_R2.mgf.gzip/00296_F04_P001906_B00F_A00_R2.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2580,PXD005946,00296_G01_P001904_B00G_A00_R1,yes,HL60,myeloid leukemia,blood,/,/,35,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_G01_P001904_B00G_A00_R1.mgf.gzip/00296_G01_P001904_B00G_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
2581,PXD005946,00296_G02_P001905_B00C_A00_R1,yes,SW620,adenocarcinoma,colon,/,/,36,/home/compomics/mounts/conode55/pride/PRIDE_DATA/PXD005946/IONBOT_v0.7.0/00296_G02_P001905_B00C_A00_R1.mgf.gzip/00296_G02_P001905_B00C_A00_R1.mgf.gzip.ionbot.csv,IONBOT_v0.7.0
